"","gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","diffexpressed"
"1","ENSG00000000003",4623.735,-0.1245222,0.04559187,0.00602907,0.0149879,"TSPAN6","DOWN"
"2","ENSG00000000005",60.73065,-0.683264,0.28946803,0.003522332,0.009158644,"TNMD","DOWN"
"3","ENSG00000000419",1372.902,-0.2753968,0.06744643,3.566518e-05,0.0001265603,"DPM1","DOWN"
"4","ENSG00000000457",353.5039,0.2527109,0.1274229,0.03833494,0.07855316,"SCYL3","NO"
"5","ENSG00000000460",864.4269,-0.3233194,0.08907081,0.00020775,0.0006628115,"FIRRM","DOWN"
"6","ENSG00000000938",0.4349471,0.05853917,0.64361879,0.5787832,NA,"FGR","NO"
"7","ENSG00000001036",3082.49,0.5684982,0.04962651,8.704025e-31,1.427913e-29,"FUCA2","UP"
"8","ENSG00000001084",2363.569,-0.1980342,0.07542214,0.007681581,0.01869764,"GCLC","DOWN"
"9","ENSG00000001167",2521.549,-0.4410305,0.0514799,6.081528e-18,5.595868e-17,"NFYA","DOWN"
"10","ENSG00000001460",728.0903,0.3074038,0.09129349,0.0005722829,0.001705947,"STPG1","UP"
"11","ENSG00000001461",1508.23,0.613024,0.0653294,2.14567e-21,2.356605e-20,"NIPAL3","UP"
"12","ENSG00000001497",3350.147,-0.6311277,0.0468312,6.82313e-42,1.701157e-40,"LAS1L","DOWN"
"13","ENSG00000001561",1705.777,0.6419106,0.05932772,8.433897e-28,1.235683e-26,"ENPP4","UP"
"14","ENSG00000001617",398.1794,-0.08864453,0.11694561,0.4321331,0.5729146,"SEMA3F","NO"
"15","ENSG00000001626",0.3645207,-0.01026576,0.63975008,0.9184387,NA,"CFTR","NO"
"16","ENSG00000001629",1413.931,-0.1919768,0.21795093,0.3178344,0.4565552,"ANKIB1","NO"
"17","ENSG00000001630",3421.093,-0.547426,0.05371064,9.066353e-25,1.169878e-23,"CYP51A1","DOWN"
"18","ENSG00000001631",1580.19,-0.06463259,0.06774988,0.3343148,0.4736376,"KRIT1","NO"
"19","ENSG00000002016",394.7122,0.008110853,0.13092227,0.9483527,0.9711723,"RAD52","NO"
"20","ENSG00000002079",0.4577169,0.01782442,0.63678281,0.8649031,NA,"MYH16","NO"
"21","ENSG00000002330",979.3826,-0.05470923,0.07794152,0.4757787,0.6148923,"BAD","NO"
"22","ENSG00000002549",2005.179,-0.1216538,0.05546691,0.02703199,0.05774065,"LAP3","NO"
"23","ENSG00000002586",1959.773,0.1490969,0.09188604,0.09709276,0.1752148,"CD99","NO"
"24","ENSG00000002587",17.2321,1.459021,0.87073749,0.0005778519,0.001720688,"HS3ST1","UP"
"25","ENSG00000002726",0.8782712,-0.02674,0.61143022,0.8437211,NA,"AOC1","NO"
"26","ENSG00000002745",3.639418,-0.05982459,0.54005789,0.7659201,0.8529768,"WNT16","NO"
"27","ENSG00000002746",8.640949,0.2832958,0.53699672,0.2380657,0.3652934,"HECW1","NO"
"28","ENSG00000002822",971.975,-0.02193704,0.08110347,0.7832071,0.8647218,"MAD1L1","NO"
"29","ENSG00000002834",3353.676,-0.05739937,0.04697018,0.2190433,0.3414234,"LASP1","NO"
"30","ENSG00000002919",824.779,-0.6948787,0.11704622,6.886707e-10,3.835315e-09,"SNX11","DOWN"
"31","ENSG00000002933",0.3211942,0.04279855,0.64294559,0.6735326,NA,"TMEM176A","NO"
"32","ENSG00000003056",3266.148,-0.2267644,0.05091124,7.282969e-06,2.809418e-05,"M6PR","DOWN"
"33","ENSG00000003096",662.8192,-0.2079146,0.09926471,0.03153871,0.0662448,"KLHL13","NO"
"34","ENSG00000003137",389.5791,-0.03979812,0.14247847,0.7683802,0.8544487,"CYP26B1","NO"
"35","ENSG00000003147",182.6194,0.7952678,0.24128936,0.0001261081,0.0004159926,"ICA1","UP"
"36","ENSG00000003249",1040.724,-0.545243,0.08019492,4.417587e-12,2.88129e-11,"DBNDD1","DOWN"
"37","ENSG00000003393",1355.001,0.319658,0.09626808,0.0006606907,0.001946867,"ALS2","UP"
"38","ENSG00000003400",242.7968,0.5157306,0.15552399,0.0003955725,0.001207402,"CASP10","UP"
"39","ENSG00000003402",716.3609,0.1190212,0.11191056,0.2717636,0.405605,"CFLAR","NO"
"40","ENSG00000003436",253.7253,0.2479181,0.15368001,0.08581128,0.1576935,"TFPI","NO"
"41","ENSG00000003509",544.6027,-0.3021528,0.11771721,0.007705387,0.01874938,"NDUFAF7","DOWN"
"42","ENSG00000003756",2794.344,-0.1479738,0.09241403,0.1015008,0.1820234,"RBM5","NO"
"43","ENSG00000003987",73.43028,0.2291672,0.25340747,0.2832858,0.4186392,"MTMR7","NO"
"44","ENSG00000003989",2788.302,-0.3128797,0.07045261,6.741567e-06,2.609578e-05,"SLC7A2","DOWN"
"45","ENSG00000004059",3960.33,0.1916021,0.04650311,3.412716e-05,0.0001214542,"ARF5","UP"
"46","ENSG00000004139",1054.683,0.3213008,0.09263512,0.0003843801,0.001175516,"SARM1","UP"
"47","ENSG00000004142",6593.624,-0.332211,0.03634924,4.608188e-20,4.707392e-19,"POLDIP2","DOWN"
"48","ENSG00000004399",873.6013,0.7887288,0.10811212,4.711465e-14,3.508555e-13,"PLXND1","UP"
"49","ENSG00000004455",8087.659,-0.8852441,0.04000283,1.674315e-109,2.123205e-107,"AK2","DOWN"
"50","ENSG00000004468",1.545234,0.103641,0.58625498,0.550207,0.6823469,"CD38","NO"
"51","ENSG00000004478",13676.6,-0.8990622,0.0306072,1.111892e-190,5.21998e-188,"FKBP4","DOWN"
"52","ENSG00000004487",8921.372,-0.2935037,0.03410633,5.977e-18,5.504279e-17,"KDM1A","DOWN"
"53","ENSG00000004534",2381.058,-0.1321867,0.0554476,0.01624561,0.03679147,"RBM6","DOWN"
"54","ENSG00000004660",394.4038,-0.1144102,0.12200269,0.3295451,0.468647,"CAMKK1","NO"
"55","ENSG00000004700",3175.428,0.5475799,0.05355292,6.457171e-25,8.381029e-24,"RECQL","UP"
"56","ENSG00000004766",722.0629,-0.1960799,0.0942273,0.03312239,0.06914337,"VPS50","NO"
"57","ENSG00000004776",9.889238,0.4982435,0.51057805,0.07274278,0.1370215,"HSPB6","NO"
"58","ENSG00000004777",212.5618,0.4308376,0.18360108,0.01017507,0.0241308,"ARHGAP33","UP"
"59","ENSG00000004779",2439.838,-0.7512766,0.05414401,1.742198e-44,4.823287e-43,"NDUFAB1","DOWN"
"60","ENSG00000004799",104.9465,0.6053536,0.21494156,0.001443453,0.004021438,"PDK4","UP"
"61","ENSG00000004809",0.1508201,0.0187898,0.64031258,0.8514113,NA,"SLC22A16","NO"
"62","ENSG00000004838",30.01486,-0.6093743,0.39674903,0.02552804,0.05489716,"ZMYND10","NO"
"63","ENSG00000004846",25.6214,0.7845109,0.4227636,0.006256464,0.01550983,"ABCB5","UP"
"64","ENSG00000004848",8.473037,0.1613026,0.44176895,0.5176397,0.6530803,"ARX","NO"
"65","ENSG00000004864",2613.555,-0.1392783,0.05373412,0.009007217,0.02160072,"SLC25A13","DOWN"
"66","ENSG00000004866",550.7566,-0.8845982,0.10896708,4.624993e-17,4.059287e-16,"ST7","DOWN"
"67","ENSG00000004897",6549.976,-0.1666839,0.04891111,0.0006045423,0.001795561,"CDC27","DOWN"
"68","ENSG00000004939",2.534123,0.04180083,0.53083968,0.8388971,0.9030279,"SLC4A1","NO"
"69","ENSG00000004948",3.124937,0.1127789,0.52188712,0.6040629,0.7288991,"CALCR","NO"
"70","ENSG00000004961",1454.066,-0.5154318,0.07840132,2.249853e-11,1.39212e-10,"HCCS","DOWN"
"71","ENSG00000004975",2756.486,-0.1403776,0.04971536,0.004482057,0.01142389,"DVL2","DOWN"
"72","ENSG00000005001",1.127796,0.04975705,0.59697302,0.7458096,NA,"PRSS22","NO"
"73","ENSG00000005007",5700.712,-0.4535916,0.04644112,8.659727e-23,1.015826e-21,"UPF1","DOWN"
"74","ENSG00000005020",1887.195,0.648935,0.10394583,1.233404e-10,7.255413e-10,"SKAP2","UP"
"75","ENSG00000005022",13825.33,-0.2164392,0.03035154,8.757961e-13,5.986506e-12,"SLC25A5","DOWN"
"76","ENSG00000005059",1151.51,0.1185897,0.07702835,0.1178886,0.2059713,"MCUB","NO"
"77","ENSG00000005073",679.0181,0.02917865,0.09439806,0.7517433,0.8429748,"HOXA11","NO"
"78","ENSG00000005075",1936.487,-0.426138,0.0594851,4.654276e-13,3.226409e-12,"POLR2J","DOWN"
"79","ENSG00000005100",3206.024,-0.4172066,0.05235575,9.745402e-16,7.978935e-15,"DHX33","DOWN"
"80","ENSG00000005102",35.40287,0.3568247,0.32418714,0.146148,0.2456209,"MEOX1","NO"
"81","ENSG00000005108",19.65627,0.3769111,0.40628493,0.1530933,0.2550784,"THSD7A","NO"
"82","ENSG00000005156",2575.608,-0.5218397,0.06255929,3.335917e-17,2.953732e-16,"LIG3","DOWN"
"83","ENSG00000005175",2612.715,-0.3739706,0.05881058,1.360865e-10,7.979666e-10,"RPAP3","DOWN"
"84","ENSG00000005187",37.40942,0.7281308,0.42238058,0.01044603,0.02470965,"ACSM3","UP"
"85","ENSG00000005189",389.534,1.39918,0.13007145,3.299455e-29,5.13779e-28,"REXO5","UP"
"86","ENSG00000005194",1703.888,-1.398293,0.06164448,3.591333e-116,5.179266e-114,"CIAPIN1","DOWN"
"87","ENSG00000005206",1084.609,0.179925,0.11722669,0.1114677,0.1966055,"SPPL2B","NO"
"88","ENSG00000005238",60.60689,0.8814537,0.30098451,0.0002656962,0.000832869,"ATOSB","UP"
"89","ENSG00000005243",4.523376,0.4759928,0.68183855,0.05495079,0.1074997,"COPZ2","NO"
"90","ENSG00000005249",1191.742,0.1353208,0.07215725,0.05727362,0.1114515,"PRKAR2B","NO"
"91","ENSG00000005302",1182.837,0.2620721,0.07758186,0.000596126,0.001772234,"MSL3","UP"
"92","ENSG00000005339",3533.405,-0.1771949,0.0583028,0.002163875,0.005848348,"CREBBP","DOWN"
"93","ENSG00000005379",1.575051,0.04236117,0.57425803,0.8069482,0.881582,"TSPOAP1","NO"
"94","ENSG00000005436",1336.802,-0.4181724,0.07984053,9.752919e-08,4.523821e-07,"GCFC2","DOWN"
"95","ENSG00000005448",1405.697,-0.03287032,0.07714229,0.6652047,0.7764541,"WDR54","NO"
"96","ENSG00000005469",397.5014,-0.5458276,0.12503401,5.142497e-06,2.023706e-05,"CROT","DOWN"
"97","ENSG00000005471",95.01157,1.404076,0.26482167,8.636621e-10,4.770139e-09,"ABCB4","UP"
"98","ENSG00000005483",1410.775,-0.07576113,0.06458457,0.2356697,0.3621963,"KMT2E","NO"
"99","ENSG00000005486",1002.032,0.3211306,0.07544458,1.536872e-05,5.710857e-05,"RHBDD2","UP"
"100","ENSG00000005513",243.2091,-0.2168099,0.15253289,0.1305715,0.2241957,"SOX8","NO"
"101","ENSG00000005700",2543.46,0.10045,0.05297927,0.05613313,0.1095311,"IBTK","NO"
"102","ENSG00000005801",979.2029,0.03487765,0.09072302,0.694503,0.7991492,"ZNF195","NO"
"103","ENSG00000005810",4457.117,-0.5188335,0.08397731,2.942964e-10,1.687101e-09,"MYCBP2","DOWN"
"104","ENSG00000005812",2776.86,-0.06481541,0.05302018,0.2181546,0.3402931,"FBXL3","NO"
"105","ENSG00000005844",9.287559,0.2675672,0.49643118,0.2816251,0.416911,"ITGAL","NO"
"106","ENSG00000005882",1697.564,0.01161173,0.08553325,0.8899558,0.9351157,"PDK2","NO"
"107","ENSG00000005884",329.6499,0.221354,0.15363236,0.1250513,0.2163275,"ITGA3","NO"
"108","ENSG00000005889",1559.33,-0.1210717,0.07365677,0.09545686,0.1727855,"ZFX","NO"
"109","ENSG00000005893",3609.739,0.06340074,0.04810084,0.1848246,0.2966577,"LAMP2","NO"
"110","ENSG00000005961",424.4502,0.7595746,0.129819,8.648535e-10,4.775523e-09,"ITGA2B","UP"
"111","ENSG00000005981",2.010497,0.2427869,0.63403581,0.1933983,0.3079995,"ASB4","NO"
"112","ENSG00000006007",3153.426,-0.520036,0.05229267,1.221198e-23,1.484613e-22,"GDE1","DOWN"
"113","ENSG00000006015",838.8234,-0.01163915,0.08839639,0.8931111,0.9370214,"REX1BD","NO"
"114","ENSG00000006016",51.20471,0.7868416,0.34186548,0.002409112,0.006463951,"CRLF1","UP"
"115","ENSG00000006025",275.0541,-0.06140525,0.19298761,0.7257025,0.8237371,"OSBPL7","NO"
"116","ENSG00000006042",2478.903,-0.1153537,0.05438297,0.03254497,0.06809907,"TMEM98","NO"
"117","ENSG00000006047",30.99724,1.235897,0.47836055,0.0001561847,0.0005082915,"YBX2","UP"
"118","ENSG00000006062",237.3155,-0.08347051,0.15789118,0.5725773,0.7018454,"MAP3K14","NO"
"119","ENSG00000006071",161.2212,0.8699339,0.19297387,6.25972e-07,2.68979e-06,"ABCC8","UP"
"120","ENSG00000006118",2162.006,0.2583875,0.06033538,1.525987e-05,5.673276e-05,"TMEM132A","UP"
"121","ENSG00000006125",12553.23,0.03486941,0.03351331,0.2967143,0.4336911,"AP2B1","NO"
"122","ENSG00000006128",19.5778,1.296159,0.60397804,0.0004106904,0.001249743,"TAC1","UP"
"123","ENSG00000006194",890.4082,-0.4508472,0.08481749,5.853766e-08,2.777707e-07,"ZNF263","DOWN"
"124","ENSG00000006210",0.5349814,0.0190803,0.62484051,0.8732676,NA,"CX3CL1","NO"
"125","ENSG00000006282",729.642,0.2059576,0.13175618,0.1016687,0.1822508,"SPATA20","NO"
"126","ENSG00000006283",174.762,0.8200593,0.18661166,1.37591e-06,5.736859e-06,"CACNA1G","UP"
"127","ENSG00000006327",236.2789,-0.06828459,0.14751219,0.6241668,0.7454931,"TNFRSF12A","NO"
"128","ENSG00000006377",301.5569,-0.3444864,0.13730693,0.008282936,0.02002224,"DLX6","DOWN"
"129","ENSG00000006432",639.3095,-0.5455153,0.10202397,3.695348e-08,1.787327e-07,"MAP3K9","DOWN"
"130","ENSG00000006451",2367.02,-0.1630826,0.05398222,0.002331161,0.006268227,"RALA","DOWN"
"131","ENSG00000006453",912.7173,0.3486268,0.08943398,6.758729e-05,0.0002312831,"BAIAP2L1","UP"
"132","ENSG00000006459",947.7809,0.5161036,0.11565813,3.634358e-06,1.458038e-05,"KDM7A","UP"
"133","ENSG00000006468",122.7285,-2.547009,0.24935455,1.236253e-26,1.736342e-25,"ETV1","DOWN"
"134","ENSG00000006530",2572.898,-0.01707752,0.06679183,0.7958965,0.8735022,"AGK","NO"
"135","ENSG00000006534",13.56664,0.3759962,0.43921478,0.1570777,0.2604584,"ALDH3B1","NO"
"136","ENSG00000006555",0.321895,0.001154357,0.63951404,0.9908106,NA,"TTC22","NO"
"137","ENSG00000006576",1077.732,0.08056434,0.10108517,0.4130615,0.5548981,"PHTF2","NO"
"138","ENSG00000006606",0.9995949,0.1559862,0.62965843,0.3167009,NA,"CCL26","NO"
"139","ENSG00000006607",2030.273,-0.407074,0.06372026,1.039092e-10,6.158359e-10,"FARP2","DOWN"
"140","ENSG00000006611",237.5691,2.044724,0.16566788,1.206121e-36,2.443806e-35,"USH1C","UP"
"141","ENSG00000006625",2060.211,-0.1823656,0.05441195,0.0007300016,0.002134844,"GGCT","DOWN"
"142","ENSG00000006634",1226.262,-0.5716855,0.07819617,1.021952e-13,7.439583e-13,"DBF4","DOWN"
"143","ENSG00000006638",133.8046,-0.1853925,0.18820303,0.2794,0.414479,"TBXA2R","NO"
"144","ENSG00000006652",1605.528,-0.1636124,0.06351868,0.009228822,0.02208851,"IFRD1","DOWN"
"145","ENSG00000006695",714.1203,-0.3592116,0.09342139,8.205345e-05,0.0002775578,"COX10","DOWN"
"146","ENSG00000006704",890.2002,0.142632,0.09779465,0.1347486,0.2297703,"GTF2IRD1","NO"
"147","ENSG00000006712",2984.575,-0.8791822,0.04857415,3.356476e-74,2.029058e-72,"PAF1","DOWN"
"148","ENSG00000006715",1854.386,0.05175445,0.06063825,0.388854,0.5307146,"VPS41","NO"
"149","ENSG00000006740",650.4947,0.3048572,0.1003959,0.001803862,0.004951755,"ARHGAP44","UP"
"150","ENSG00000006744",3627.717,-0.5733579,0.05631899,9.379269e-25,1.20743e-23,"ELAC2","DOWN"
"151","ENSG00000006747",180.8693,0.3875902,0.16984112,0.01363284,0.03146864,"SCIN","UP"
"152","ENSG00000006756",5.679528,0.2496334,0.5799826,0.2477975,0.3767936,"ARSD","NO"
"153","ENSG00000006757",244.2832,0.01741448,0.15201123,0.9031608,0.9433807,"PNPLA4","NO"
"154","ENSG00000006831",4914.354,-0.01607094,0.04011981,0.6874991,0.7934342,"ADIPOR2","NO"
"155","ENSG00000006837",70.37443,0.09460909,0.25429677,0.658399,0.7714345,"CDKL3","NO"
"156","ENSG00000007047",1152.83,0.2738602,0.08814519,0.00150943,0.004192018,"MARK4","UP"
"157","ENSG00000007062",4.248858,0.131875,0.53322432,0.5379443,0.6710997,"PROM1","NO"
"158","ENSG00000007080",3454.116,-0.6354554,0.04734068,1.386582e-41,3.422252e-40,"CCDC124","DOWN"
"159","ENSG00000007129",0.1605971,0.0187898,0.64031258,0.8514113,NA,"CEACAM21","NO"
"160","ENSG00000007168",5429.713,-0.1364941,0.04826706,0.004437022,0.01131956,"PAFAH1B1","DOWN"
"161","ENSG00000007171",284.9337,1.121112,0.14461647,2.110588e-16,1.785664e-15,"NOS2","UP"
"162","ENSG00000007202",11499.15,-0.3744332,0.04266199,1.131454e-18,1.078891e-17,"BLTP2","DOWN"
"163","ENSG00000007237",360.3099,1.071314,0.22389576,5.320308e-08,2.535477e-07,"GAS7","UP"
"164","ENSG00000007255",374.7708,0.7462412,0.1310919,2.348993e-09,1.250737e-08,"TRAPPC6A","UP"
"165","ENSG00000007264",263.2124,-0.6545862,0.14439607,1.570439e-06,6.50859e-06,"MATK","DOWN"
"166","ENSG00000007306",0.1508201,0.0187898,0.64031258,0.8514113,NA,"CEACAM7","NO"
"167","ENSG00000007312",2.213796,0.2846812,0.63556451,0.1571243,0.2605161,"CD79B","NO"
"168","ENSG00000007314",38.53295,0.2467819,0.36929024,0.3314829,0.470728,"SCN4A","NO"
"169","ENSG00000007341",517.6318,-0.02169498,0.10768432,0.8355175,0.9007961,"ST7L","NO"
"170","ENSG00000007350",57.01742,1.067164,0.34736612,6.603279e-05,0.0002263849,"TKTL1","UP"
"171","ENSG00000007372",1191.274,0.01266747,0.09734684,0.8939014,0.9373679,"PAX6","NO"
"172","ENSG00000007376",1642.172,-0.8966785,0.06968212,6.415574e-39,1.438614e-37,"RPUSD1","DOWN"
"173","ENSG00000007384",319.4322,0.15409,0.1396285,0.2453779,0.3739907,"RHBDF1","NO"
"174","ENSG00000007392",1213.641,-0.4000339,0.07142398,1.340631e-08,6.733672e-08,"LUC7L","DOWN"
"175","ENSG00000007402",664.4168,0.1306467,0.09335209,0.1521742,0.2538538,"CACNA2D2","NO"
"176","ENSG00000007516",412.8843,0.6820603,0.1303726,4.138019e-08,1.992263e-07,"BAIAP3","UP"
"177","ENSG00000007520",1886.29,-0.4072861,0.05869073,2.442874e-12,1.619652e-11,"TSR3","DOWN"
"178","ENSG00000007541",1831.782,-0.1469686,0.07115514,0.0363299,0.07491068,"PIGQ","NO"
"179","ENSG00000007545",1290.623,-0.07240558,0.07766206,0.3435955,0.4831573,"CRAMP1","NO"
"180","ENSG00000007866",520.5561,0.2772524,0.10612056,0.007077786,0.0173543,"TEAD3","UP"
"181","ENSG00000007908",0.3425149,-0.004999412,0.6395677,0.9602192,NA,"SELE","NO"
"182","ENSG00000007923",3932.931,-0.949912,0.04673527,5.400008e-93,4.944033e-91,"DNAJC11","DOWN"
"183","ENSG00000007944",587.668,-0.4356828,0.10061713,8.455882e-06,3.237533e-05,"MYLIP","DOWN"
"184","ENSG00000007952",0.1605971,0.0187898,0.64031258,0.8514113,NA,"NOX1","NO"
"185","ENSG00000007968",2094.944,-0.1836616,0.05731984,0.001228129,0.003465747,"E2F2","DOWN"
"186","ENSG00000008018",7190.348,-0.2610129,0.03683676,1.145326e-12,7.759172e-12,"PSMB1","DOWN"
"187","ENSG00000008056",59.75453,0.2934224,0.2515091,0.1675135,0.2745439,"SYN1","NO"
"188","ENSG00000008083",1990.384,0.01843793,0.06031836,0.7576424,0.8469996,"JARID2","NO"
"189","ENSG00000008086",400.1754,0.2682435,0.13557946,0.03768012,0.07736942,"CDKL5","NO"
"190","ENSG00000008118",3.261046,0.9140948,1.16489411,0.003263612,0.008544329,"CAMK1G","UP"
"191","ENSG00000008128",1364.32,-0.2824131,0.10086026,0.004001235,0.01030671,"CDK11A","DOWN"
"192","ENSG00000008130",3658.935,-0.213029,0.05921391,0.0002817376,0.0008795333,"NADK","DOWN"
"193","ENSG00000008196",1.814975,0.0210703,0.57088509,0.9040052,0.943918,"TFAP2B","NO"
"194","ENSG00000008197",0.4986531,-0.03781645,0.62846761,0.7484859,NA,"TFAP2D","NO"
"195","ENSG00000008226",8.764816,0.2489913,0.46555988,0.3240249,0.4628777,"DLEC1","NO"
"196","ENSG00000008256",1384.722,0.2039561,0.06452101,0.001391524,0.003891011,"CYTH3","UP"
"197","ENSG00000008277",604.606,0.3683193,0.11959142,0.001362511,0.003814236,"ADAM22","UP"
"198","ENSG00000008282",1887.735,-0.2023672,0.05959085,0.0006073947,0.001803063,"SYPL1","DOWN"
"199","ENSG00000008283",917.7883,-0.1767348,0.10677376,0.08802981,0.161153,"CYB561","NO"
"200","ENSG00000008294",7346.993,0.245373,0.04302199,9.923805e-09,5.030296e-08,"SPAG9","UP"
"201","ENSG00000008300",564.1551,-0.01349338,0.12044039,0.9073846,0.9457012,"CELSR3","NO"
"202","ENSG00000008311",1275.556,-0.3417665,0.06986,7.111324e-07,3.043277e-06,"AASS","DOWN"
"203","ENSG00000008323",1.065836,0.2196888,0.66985321,0.162663,NA,"PLEKHG6","NO"
"204","ENSG00000008324",530.2031,-0.4948277,0.10107795,4.73103e-07,2.055329e-06,"SS18L2","DOWN"
"205","ENSG00000008382",488.7641,0.06539545,0.10725973,0.5298489,0.6642669,"MPND","NO"
"206","ENSG00000008394",1282.5,-0.9650885,0.08129703,1.055913e-33,1.93511e-32,"MGST1","DOWN"
"207","ENSG00000008405",1407.123,-0.7573179,0.07423743,3.67842e-25,4.819735e-24,"CRY1","DOWN"
"208","ENSG00000008438",0.1914305,-0.02852766,0.64136154,0.7763441,NA,"PGLYRP1","NO"
"209","ENSG00000008441",921.733,-0.3014022,0.08310884,0.0002195298,0.000698173,"NFIX","DOWN"
"210","ENSG00000008513",471.8029,0.4495137,0.14772353,0.001238342,0.003492332,"ST3GAL1","UP"
"211","ENSG00000008516",42.13905,0.2253042,0.3312881,0.3593781,0.5001373,"MMP25","NO"
"212","ENSG00000008517",17.88323,0.4818165,0.43676179,0.07789618,0.1454128,"IL32","NO"
"213","ENSG00000008710",2287.147,-0.2422057,0.17470855,0.1327358,0.227322,"PKD1","NO"
"214","ENSG00000008735",2009.623,-0.3683754,0.06228858,2.260258e-09,1.204652e-08,"MAPK8IP2","DOWN"
"215","ENSG00000008838",3974.234,-0.7194304,0.05504158,1.085394e-39,2.513035e-38,"MED24","DOWN"
"216","ENSG00000008853",714.4812,-0.362452,0.08756057,2.361075e-05,8.588382e-05,"RHOBTB2","DOWN"
"217","ENSG00000008869",1469.451,0.4498896,0.07748446,3.539311e-09,1.857633e-08,"HEATR5B","UP"
"218","ENSG00000008952",2467.413,-0.3504445,0.05900077,2.009453e-09,1.074354e-08,"SEC62","DOWN"
"219","ENSG00000008988",15104.2,-0.177176,0.03561759,6.000576e-07,2.580447e-06,"RPS20","DOWN"
"220","ENSG00000009307",33175.51,-0.04994533,0.03936813,0.2027346,0.3203939,"CSDE1","NO"
"221","ENSG00000009335",8020.169,-0.01489034,0.03681051,0.6847876,0.7914224,"UBE3C","NO"
"222","ENSG00000009413",1484.995,0.2253469,0.0743577,0.002099286,0.005692608,"REV3L","UP"
"223","ENSG00000009694",9.805755,-0.4817897,0.53609437,0.07896761,0.1470769,"TENM1","NO"
"224","ENSG00000009709",186.8143,0.4235571,0.19170583,0.014736,0.03370477,"PAX7","UP"
"225","ENSG00000009724",21.49343,-0.8577792,0.558391,0.007219275,0.01766001,"MASP2","DOWN"
"226","ENSG00000009765",0.5371768,-0.04328797,0.62747893,0.7186452,NA,"IYD","NO"
"227","ENSG00000009780",473.0639,-0.3929879,0.1150097,0.0003951531,0.001206289,"FAM76A","DOWN"
"228","ENSG00000009790",4.884606,0.1309123,0.49188615,0.5742307,0.703247,"TRAF3IP3","NO"
"229","ENSG00000009830",1507.755,-0.2116453,0.06860588,0.001784097,0.004902988,"POMT2","DOWN"
"230","ENSG00000009844",3779.175,0.1898311,0.04530875,2.523316e-05,9.136358e-05,"VTA1","UP"
"231","ENSG00000009950",406.4728,-0.5472474,0.14410893,5.796818e-05,0.0002000732,"MLXIPL","DOWN"
"232","ENSG00000009954",7411.369,-0.5171655,0.04364037,9.923337e-33,1.754475e-31,"BAZ1B","DOWN"
"233","ENSG00000010017",2088.66,-0.04925612,0.05319908,0.3509629,0.4908055,"RANBP9","NO"
"234","ENSG00000010030",2.110401,-0.02967253,0.55270754,0.8757573,0.925725,"ETV7","NO"
"235","ENSG00000010072",1485.769,-0.5199316,0.06307983,7.717806e-17,6.670325e-16,"SPRTN","DOWN"
"236","ENSG00000010165",1355.233,-0.7742344,0.07778062,4.205031e-24,5.239075e-23,"METTL13","DOWN"
"237","ENSG00000010219",673.1374,0.03820779,0.1020608,0.7005057,0.8042384,"DYRK4","NO"
"238","ENSG00000010244",7172.27,-0.7878844,0.04149047,3.465679e-81,2.474764e-79,"ZNF207","DOWN"
"239","ENSG00000010256",5338.23,-0.3003734,0.05034989,1.88705e-09,1.012345e-08,"UQCRC1","DOWN"
"240","ENSG00000010270",1315.643,0.1286452,0.06496541,0.04525308,0.09076532,"STARD3NL","NO"
"241","ENSG00000010278",1840.981,0.06107524,0.05601679,0.2716608,0.4054789,"CD9","NO"
"242","ENSG00000010282",0.4908535,0.01835318,0.63512634,0.8637239,NA,"HHATL","NO"
"243","ENSG00000010292",10109.43,-0.04246977,0.04439422,0.3362682,0.475656,"NCAPD2","NO"
"244","ENSG00000010295",1073.093,-0.7205124,0.07712478,2.078038e-21,2.284599e-20,"IFFO1","DOWN"
"245","ENSG00000010310",81.95435,0.4041249,0.26229334,0.06462258,0.1238024,"GIPR","NO"
"246","ENSG00000010318",222.434,0.4280261,0.15458917,0.00312856,0.0082161,"PHF7","UP"
"247","ENSG00000010319",136.2309,-0.3179744,0.19307321,0.06888078,0.1306952,"SEMA3G","NO"
"248","ENSG00000010322",2472.721,-0.07467041,0.06237703,0.2265529,0.3509471,"NISCH","NO"
"249","ENSG00000010327",6.110844,-0.02023229,0.46969168,0.9314743,0.9612348,"STAB1","NO"
"250","ENSG00000010361",1168.224,0.005476502,0.07133814,0.9379958,0.9655431,"FUZ","NO"
"251","ENSG00000010379",14.83321,0.1327631,0.4209432,0.5965756,0.7227894,"SLC6A13","NO"
"252","ENSG00000010404",2314.2,0.2491373,0.07708365,0.001022813,0.002921473,"IDS","UP"
"253","ENSG00000010539",522.8593,0.0477564,0.09873255,0.6198142,0.7421424,"ZNF200","NO"
"254","ENSG00000010610",2.492055,0.261189,0.62390447,0.1882263,0.3010883,"CD4","NO"
"255","ENSG00000010626",270.2165,0.7847162,0.16554196,3.222383e-07,1.422607e-06,"LRRC23","UP"
"256","ENSG00000010671",18.08824,0.3801574,0.45966312,0.1529794,0.2549079,"BTK","NO"
"257","ENSG00000010704",0.3652192,-0.05199581,0.64502419,0.609098,NA,"HFE","NO"
"258","ENSG00000010803",1158.144,0.00198779,0.08187572,0.9802908,0.9892576,"SCMH1","NO"
