gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000166897	160.9792	1.071574	0.2073903	7.415795e-09	3.792109e-08
ENSG00000166963	1107.248	-1.403729	0.08746123	3.196608e-60	1.374915e-58
ENSG00000167004	11329.26	-1.092767	0.03378728	4.9959499999999997e-231	5.249316e-228
ENSG00000167100	215.2766	1.520557	0.180334	1.917484e-19	1.892186e-18
ENSG00000167114	2043.813	-1.047562	0.05598355	1.506259e-79	1.0226339999999999e-77
ENSG00000167216	196.7345	2.386322	0.19348655	9.20964e-37	1.871185e-35
ENSG00000167244	72.28553	2.584042	0.36074702	3.563451e-15	2.839565e-14
ENSG00000167508	802.3441	-1.107095	0.09583514	1.842079e-32	3.2105440000000003e-31
ENSG00000167515	1093.921	-1.069034	0.09855051	6.694319e-29	1.0322160000000001e-27
ENSG00000167601	36.4434	1.244526	0.43213599	6.080361e-05	0.0002091398
ENSG00000167614	141.4336	1.231387	0.22506716	6.00434e-10	3.359172e-09
ENSG00000167703	284.5155	-1.050368	0.15470435	4.043993e-13	2.811301e-12
ENSG00000167721	4725.437	-1.001875	0.0425224	4.9543739999999995e-124	7.921613e-122
ENSG00000167733	202.0614	1.19018	0.17312541	9.813256e-14	7.150908e-13
ENSG00000167748	22.98172	1.363105	0.54827122	0.0001392611	0.0004566498
ENSG00000167766	492.4043	1.190877	0.11626892	1.9364549999999998e-26	2.692368e-25
ENSG00000167775	1906.197	-1.164695	0.06830398	5.949341e-67	3.0247049999999997e-65
ENSG00000167964	201.6014	1.691492	0.1829332	1.7026460000000001e-22	1.970051e-21
ENSG00000167972	1798.906	1.264007	0.06650614	1.452725e-82	1.06848e-80
ENSG00000167995	219.6998	2.509191	0.23846384	5.943835000000001e-28	8.766759000000001e-27
ENSG00000168062	35.41135	1.301096	0.43377879	3.407989e-05	0.0001213251
ENSG00000168070	8.731682	1.279795	0.88942922	0.001337485	0.003751794
ENSG00000168079	32.09139	2.371705	0.50023306	7.883005e-09	4.018912e-08
ENSG00000168101	657.4764	-1.278383	0.1044647	1.796274e-36	3.622924e-35
ENSG00000168135	111.5275	2.373905	0.25152898	4.9737250000000004e-23	5.897111e-22
ENSG00000168209	3956.516	1.768596	0.05779315	1.423263e-207	9.813841000000001e-205
ENSG00000168389	162.2935	-1.192556	0.19225528	8.768345e-12	5.594955e-11
ENSG00000168411	3174.021	-1.046061	0.05068909	4.938445e-96	4.821539e-94
ENSG00000168491	135.1254	1.02132	0.21372344	7.275011e-08	3.414659e-07
ENSG00000168542	200.6581	-1.382747	0.17619208	2.8818630000000005e-17	2.561979e-16
ENSG00000168546	45.56231	1.064158	0.4564757	0.0005998489	0.001782581
ENSG00000168679	91.93788	1.284365	0.26675508	1.656816e-08	8.237415e-08
ENSG00000168701	634.095	-1.097097	0.09905158	4.472312e-30	7.182064e-29
ENSG00000168872	2191.893	-1.468115	0.05870919	2.5749030000000003e-140	5.516043e-138
ENSG00000169031	41.77468	1.452829	0.51045634	3.743086e-05	0.0001324366
ENSG00000169067	30.05593	1.126112	0.44327826	0.0002646961	0.0008299728
ENSG00000169083	67.31767	3.904303	0.44068141	1.755643e-22	2.02712e-21
ENSG00000169129	121.6713	2.040038	0.25281312	1.0218350000000001e-17	9.278518e-17
ENSG00000169136	750.0399	-1.305715	0.09909804	9.620063999999999e-42	2.379672e-40
ENSG00000169174	3.673813	1.080346	1.29281045	0.001828669	0.005011749
ENSG00000169203	190.1758	-1.174364	0.30014235	1.711767e-06	7.067828e-06
ENSG00000169231	289.5029	1.352046	0.16051437	2.671902e-19	2.622576e-18
ENSG00000169429	5.892764	1.02416	1.07146418	0.003038805	0.008004206
ENSG00000169432	140.6138	1.837748	0.26370265	2.801863e-14	2.123046e-13
ENSG00000169689	2222.095	-1.507377	0.05505054	2.271259e-167	7.479901e-165
ENSG00000169710	19496.52	-1.297823	0.03718077	4.753443e-269	8.068054999999999e-266
ENSG00000169891	203.8304	1.931215	0.20872778	3.123223e-22	3.566973e-21
ENSG00000169989	70.41294	1.143419	0.29657025	2.498654e-06	1.017773e-05
ENSG00000170006	34.08542	1.704736	0.49204388	2.860843e-06	1.158673e-05
ENSG00000170011	229.704	1.231663	0.15740401	6.315731e-17	5.497302e-16
ENSG00000170161	104.0593	-1.868983	0.24947103	6.803288e-16	5.618059e-15
ENSG00000170214	26.26881	1.318113	0.4959593	9.643453e-05	0.0003226915
ENSG00000170271	90.12177	1.903418	0.28684761	2.996296e-13	2.107532e-12
ENSG00000170345	51.28317	-1.328869	0.37303713	4.022421e-06	1.604098e-05
ENSG00000170382	163.9011	2.345043	0.20808128	3.0445720000000002e-31	5.0739039999999995e-30
ENSG00000170468	1100.697	-1.411001	0.08404903	1.634741e-65	7.980213e-64
ENSG00000170579	30.39851	4.138904	0.96670821	6.00116e-09	3.099616e-08
ENSG00000170703	35.9423	1.303	0.43466547	3.407939e-05	0.0001213251
ENSG00000170743	397.3501	1.44336	0.14659573	4.049225e-25	5.299297e-24
ENSG00000170775	222.1219	1.411897	0.16379169	4.1397019999999995e-20	4.244541e-19
ENSG00000170801	191.733	1.425658	0.18103346	2.110258e-17	1.889726e-16
ENSG00000170855	1389.287	-1.011905	0.06887344	3.4459009999999997e-50	1.1572879999999999e-48
ENSG00000170915	979.2941	2.148841	0.08847867	8.393837e-132	1.505772e-129
ENSG00000170961	50.23921	2.477929	0.39013799	1.168351e-12	7.907873e-12
ENSG00000171174	35.48337	1.474811	0.44320056	6.850088e-06	2.648836e-05
ENSG00000171189	13.71688	1.273894	0.73178023	0.0009855476	0.002823436
ENSG00000171202	556.0435	-1.034699	0.10037459	2.626127e-26	3.63067e-25
ENSG00000171206	1474.626	-1.031173	0.10897352	1.243402e-22	1.449322e-21
ENSG00000171385	101.5422	1.565879	0.29281491	5.470297e-10	3.070695e-09
ENSG00000171450	41.67343	1.150339	0.37594042	4.774046e-05	0.0001664654
ENSG00000171533	60.59584	2.770234	0.36473399	6.347343000000001e-17	5.522639e-16
ENSG00000171596	26.36608	1.5017	0.5653208	5.948685e-05	0.0002049621
ENSG00000171612	1481.334	-1.064655	0.06694902	2.067613e-58	8.511547e-57
ENSG00000171649	146.6761	-1.557985	0.23715185	2.995806e-13	2.107532e-12
ENSG00000171763	546.7411	-1.081098	0.11683108	6.540634e-22	7.351966e-21
ENSG00000171794	93.74601	1.950921	0.26859213	4.214061e-15	3.342317e-14
ENSG00000171992	156.8664	2.541313	0.21173682	2.783485e-35	5.396975999999999e-34
ENSG00000172183	43.65354	2.119913	0.38605292	2.979935e-10	1.707408e-09
ENSG00000172260	7.350201	1.264656	1.05931346	0.001461337	0.004069208
ENSG00000172382	89.25342	1.052364	0.26595093	2.584344e-06	1.050738e-05
ENSG00000172403	37.67497	2.379394	0.48913084	4.462964e-09	2.327471e-08
ENSG00000172534	6965.853	-1.045017	0.0458266	1.634937e-116	2.389066e-114
ENSG00000172590	1873.962	-1.303806	0.08058554	5.569456e-61	2.452895e-59
ENSG00000172638	88.12976	1.787216	0.354283	2.854446e-09	1.5075e-08
ENSG00000172803	15.39584	1.849806	0.74526973	4.247018e-05	0.0001492918
ENSG00000172936	127.9254	-3.767945	0.27862319	1.629081e-45	4.66827e-44
ENSG00000173175	87.04881	1.807028	0.31942684	1.072617e-10	6.346821e-10
ENSG00000173210	123.213	1.541338	0.2282399	8.537241e-14	6.241691e-13
ENSG00000173213	23.72461	1.635815	0.64381686	6.009325e-05	0.0002068254
ENSG00000173227	118.5582	1.72039	0.23351684	1.261332e-15	1.025849e-14
ENSG00000173275	372.7854	1.116973	0.13670077	7.33921e-18	6.716701000000001e-17
ENSG00000173442	418.6207	1.681692	0.1321799	3.386572e-39	7.648383999999999e-38
ENSG00000173530	463.0709	-1.095026	0.11562814	7.69594e-23	9.056582e-22
ENSG00000173531	248.6918	1.006531	0.18558931	2.671463e-09	1.413908e-08
ENSG00000173698	65.71401	1.61857	0.33880795	1.082359e-08	5.476326e-08
ENSG00000173715	330.9159	1.136384	0.15256819	2.017448e-15	1.625228e-14
ENSG00000174004	53.31064	1.061346	0.37636167	0.0001521316	0.0004961254
ENSG00000174165	734.9426	1.237374	0.10089952	1.620602e-36	3.2716e-35
ENSG00000174177	565.6823	-1.355919	0.10871549	6.984516e-38	1.490458e-36
ENSG00000174343	23.81444	1.541711	0.55668283	3.873387e-05	0.0001368117
ENSG00000174456	325.3356	1.110315	0.13413389	3.139703e-18	2.936734e-17
ENSG00000174469	859.2408	1.222661	0.0863053	1.805913e-47	5.580878e-46
ENSG00000174640	107.9264	4.003239	0.34494726	1.139585e-34	2.1565120000000003e-33
ENSG00000174721	370.3761	-1.026077	0.12625153	1.858377e-17	1.669588e-16
ENSG00000174804	804.3306	1.169995	0.1062911	6.021906e-30	9.628504e-29
ENSG00000174951	73.27387	2.041382	0.30871934	4.021896e-13	2.796821e-12
ENSG00000175093	219.7935	-1.017969	0.15900062	6.664339e-12	4.289634e-11
ENSG00000175115	1535.28	1.070692	0.07428448	1.3878189999999998e-48	4.444445e-47
ENSG00000175161	59.27743	-1.000573	0.31940713	7.459737e-05	0.0002537369
ENSG00000175197	411.7755	1.898727	0.13448761	5.143789e-47	1.563329e-45
ENSG00000175264	45.657	1.458024	0.43196772	5.950169e-06	2.323314e-05
ENSG00000175283	669.6945	-1.110153	0.09345462	3.811992e-34	7.0801e-33
ENSG00000175356	79.02129	2.790486	0.36579318	4.45699e-17	3.915577e-16
ENSG00000175920	107.3416	1.479541	0.29124105	2.530365e-09	1.343419e-08
ENSG00000175938	169.4721	1.302675	0.18894964	5.012721e-14	3.72912e-13
ENSG00000176046	28.8895	5.163395	1.52216587	2.028675e-07	9.131521e-07
ENSG00000176049	10.85441	4.813808	1.83683018	1.309778e-06	5.468355e-06
ENSG00000176058	994.1976	-1.05321	0.08121761	6.787771e-40	1.58657e-38
ENSG00000176148	543.6893	1.076059	0.11426637	1.442377e-22	1.675013e-21
ENSG00000176165	1051.179	-1.03087	0.08076083	1.0882989999999999e-38	2.423141e-37
ENSG00000176209	455.6505	1.502486	0.12683139	1.1932169999999999e-34	2.256069e-33
ENSG00000176563	36.95117	1.824269	0.45264215	2.909795e-07	1.292364e-06
ENSG00000176692	49.84154	-1.030544	0.350646	0.0001209968	0.000400029
ENSG00000176697	50.05098	2.646224	0.39592705	7.520574e-14	5.525856e-13
ENSG00000176723	24.51091	1.279249	0.52311027	0.000200859	0.0006428711
ENSG00000176732	19.36086	1.186184	0.58716863	0.0007923907	0.002303874
ENSG00000176746	6.625691	-1.771435	1.60025764	0.000332725	0.001028492
ENSG00000176771	346.947	1.242988	0.13604218	7.352901e-22	8.243992e-21
ENSG00000176845	292.741	1.464284	0.15713438	6.618573000000001e-23	7.8179230000000005e-22
ENSG00000177082	2103.738	-1.089245	0.06094432	5.5485420000000005e-73	3.2388510000000002e-71
ENSG00000177098	49.99742	1.5876	0.39674497	3.96057e-07	1.734961e-06
ENSG00000177112	5.550096	2.269298	1.86987574	0.0001256537	0.0004145558
ENSG00000177192	1179.714	-1.477936	0.07631813	7.596174999999999e-86	5.964755e-84
ENSG00000177337	18.11995	1.736121	0.71371685	6.250467e-05	0.0002147229
ENSG00000177406	261.581	1.273288	0.15390519	1.306484e-18	1.2408130000000002e-17
ENSG00000177854	146.8813	1.500961	0.21830052	3.666584e-14	2.74807e-13
ENSG00000177971	1696.332	-1.634222	0.06399069	5.051005e-146	1.295935e-143
ENSG00000178498	166.919	-5.71144	0.38137594	3.351499e-52	1.181323e-50
ENSG00000178567	249.0816	1.441483	0.16638014	2.680673e-20	2.77695e-19
ENSG00000178568	192.2448	1.085317	0.20176492	2.160074e-09	1.153765e-08
ENSG00000178573	1179.728	-1.303293	0.09083567	8.777551e-49	2.83153e-47
ENSG00000178718	2116.521	-1.374566	0.05782056	3.697086e-127	6.227191000000001e-125
ENSG00000178878	479.6651	1.850428	0.15533193	1.39062e-34	2.618091e-33
ENSG00000178896	958.6866	-1.433568	0.07851075	9.059921e-77	5.761013000000001e-75
ENSG00000178921	4616.274	-1.217141	0.0467959	4.7950970000000004e-151	1.30622e-148
ENSG00000178977	31.60585	1.502281	0.47271734	1.107098e-05	4.178602e-05
ENSG00000179041	1198.271	-1.922724	0.07659152	1.02579e-140	2.219026e-138
ENSG00000179046	22.83333	1.310252	0.5561652	0.0002323916	0.0007356843
ENSG00000179115	4425.996	-1.363109	0.04446212	1.241436e-208	9.130765000000001e-206
ENSG00000179240	680.9546	1.400518	0.12421959	1.039457e-31	1.7615679999999998e-30
ENSG00000179242	97.17039	1.637101	0.27183145	1.058339e-11	6.706561e-11
ENSG00000179271	2428.218	-1.232478	0.0628462	1.418868e-87	1.146788e-85
ENSG00000179673	79.24461	-1.362061	0.28870771	2.103587e-08	1.036758e-07
ENSG00000179750	493.1676	1.325979	0.11505157	7.360254e-33	1.307601e-31
ENSG00000179912	2213.966	1.335916	0.06536824	5.297305e-95	5.038148e-93
ENSG00000179958	4022.216	-1.295119	0.04379522	2.711863e-194	1.329717e-191
ENSG00000180190	349.7958	1.403844	0.16050557	1.380326e-20	1.4468829999999999e-19
ENSG00000180422	11.39023	-1.020198	0.76989348	0.004060077	0.01043999
ENSG00000180767	30.08866	-1.253178	0.48885248	0.0001563208	0.0005085843
ENSG00000180921	929.4498	1.749809	0.09596282	2.956265e-76	1.842655e-74
ENSG00000181019	128.8814	-1.051356	0.30166928	1.665781e-05	6.168057e-05
ENSG00000181026	1614.775	-1.296115	0.06401413	3.014432e-93	2.794682e-91
ENSG00000181031	179.2883	1.562571	0.23263612	1.100014e-13	7.997301e-13
ENSG00000181291	624.8326	1.563177	0.10708768	1.62904e-50	5.538485e-49
ENSG00000181322	16.93398	1.70458	0.72581795	8.239987e-05	0.0002785134
ENSG00000181323	14.39328	-1.253512	0.65908309	0.0007992099	0.00232156
ENSG00000181350	349.419	1.087857	0.12869347	8.16347e-19	7.841835e-18
ENSG00000181381	148.9895	2.168982	0.24218409	5.843567e-21	6.277424e-20
ENSG00000181408	49.99442	1.307353	0.35778147	2.987042e-06	1.206905e-05
ENSG00000181409	244.8762	1.018155	0.19454642	7.067651e-09	3.622877e-08
ENSG00000181444	113.7	1.203952	0.26780508	1.107316e-07	5.114699e-07
ENSG00000181449	188.6028	-1.688659	0.18359944	2.665136e-22	3.0532829999999998e-21
ENSG00000181585	37.18442	1.188797	0.41958955	8.619453e-05	0.0002903637
ENSG00000181798	27.71534	1.102766	0.46482811	0.0004602481	0.001390576
ENSG00000181817	867.2045	-1.042319	0.0913984	1.5511170000000002e-31	2.616621e-30
ENSG00000181827	912.0231	-1.032283	0.08266239	3.6163009999999998e-37	7.47832e-36
ENSG00000181885	60.73021	1.927811	0.33770807	8.88952e-11	5.292694e-10
ENSG00000182040	111.5097	1.08723	0.23163387	7.636837e-08	3.574603e-07
ENSG00000182095	4110.278	-1.016456	0.05536527	1.300239e-76	8.220567e-75
ENSG00000182117	2027.224	-1.312021	0.06170965	1.930081e-102	2.1728189999999998e-100
ENSG00000182149	2727.661	-1.094613	0.05243148	2.416177e-98	2.468192e-96
ENSG00000182255	10.57149	2.40268	1.55925998	7.511922e-05	0.0002553938
ENSG00000182257	20.9231	1.168487	0.55933771	0.0007239248	0.002118769
ENSG00000182272	1027.392	1.812709	0.25239811	5.904101e-15	4.644349e-14
ENSG00000182307	3775.679	-1.075735	0.05067652	1.684829e-101	1.8587880000000003e-99
ENSG00000182472	17.37138	1.126542	0.60623302	0.001373816	0.003843933
ENSG00000182511	122.3005	-2.109948	0.22735034	3.0620570000000003e-22	3.502555e-21
ENSG00000182512	2300.422	-1.112155	0.06479574	1.223568e-67	6.367461e-66
ENSG00000182667	20.24866	6.428789	1.34538133	2.515691e-09	1.336272e-08
ENSG00000182718	5979.897	-1.245917	0.04094585	2.406057e-205	1.608777e-202
ENSG00000182752	12.59179	5.490028	1.55833343	1.410047e-07	6.450898e-07
ENSG00000182768	5780.796	-1.042749	0.04093403	1.514046e-144	3.711937e-142
ENSG00000182774	29664.78	-1.016257	0.03669969	4.181726e-170	1.441715e-167
ENSG00000182810	604.0732	-1.359252	0.10910854	8.27481e-38	1.752243e-36
ENSG00000183077	516.7094	-1.238337	0.10924196	9.959888e-32	1.693104e-30
ENSG00000183087	303.9505	1.849551	0.16551773	7.160157e-31	1.180784e-29
ENSG00000183145	89.78247	1.087116	0.27044449	1.656617e-06	6.847745e-06
ENSG00000183186	176.3967	1.968078	0.19585024	1.548583e-25	2.063375e-24
ENSG00000183317	384.4256	1.026769	0.21946838	1.152496e-07	5.317823e-07
ENSG00000183340	413.2739	1.518657	0.13123065	3.047614e-33	5.480489e-32
ENSG00000183346	58.46107	1.913876	0.40667786	1.504411e-08	7.501654e-08
ENSG00000183454	4.692426	1.14178	1.37294151	0.001423409	0.003969104
ENSG00000183479	38.46628	-1.275827	0.50579659	0.0001635244	0.0005303006
ENSG00000183569	84.94952	1.164236	0.30628754	2.840024e-06	1.150664e-05
ENSG00000183741	6278.114	-1.124776	0.04502153	2.127717e-139	4.429064e-137
ENSG00000183778	153.591	1.497163	0.2448644	5.986053e-12	3.867709e-11
ENSG00000183780	23.10356	1.341104	0.55044991	0.0001704268	0.0005507422
ENSG00000183783	76.03315	3.074401	0.34792441	4.692657e-22	5.309922e-21
ENSG00000183801	56.98695	1.20527	0.3501677	9.783904e-06	3.716974e-05
ENSG00000183833	5.05149	1.933148	1.75310661	0.0002348122	0.0007431342
ENSG00000184207	1757.781	-1.018183	0.06417912	5.1055249999999996e-58	2.078476e-56
ENSG00000184347	179.1494	1.8354	0.19636569	1.008659e-22	1.179441e-21
ENSG00000184384	203.5405	1.367205	0.19126256	6.44773e-15	5.06296e-14
ENSG00000184441	51.56442	-1.997774	0.37120443	5.403344e-10	3.034482e-09
ENSG00000184489	341.6052	2.257755	0.14677092	5.1005840000000006e-55	1.957294e-53
ENSG00000184515	407.5351	2.502642	0.1420645	1.999044e-71	1.136827e-69
ENSG00000184545	297.9389	1.183969	0.14448704	4.043234e-18	3.759543e-17
ENSG00000184584	132.7591	1.761312	0.26176383	1.275656e-13	9.249866e-13
ENSG00000184702	409.5593	1.651652	0.14165278	1.4050090000000001e-33	2.559995e-32
ENSG00000184731	85.00282	1.466864	0.28161692	1.286317e-09	6.994231e-09
ENSG00000184809	69.55457	1.145785	0.29593693	2.311052e-06	9.439721e-06
ENSG00000184922	126.3304	1.398522	0.23801353	3.074588e-11	1.889716e-10
ENSG00000184949	174.5077	-1.016261	0.3242543	6.860704e-05	0.0002344733
ENSG00000184985	24.26932	2.358877	0.63649681	4.452428e-07	1.938493e-06
ENSG00000184990	2846.669	-1.274503	0.05363427	7.213629e-127	1.2058239999999999e-124
ENSG00000185010	73.18919	1.460265	0.32595567	5.418348e-08	2.580528e-07
ENSG00000185187	380.9544	1.325471	0.12642407	7.760265000000001e-28	1.139256e-26
ENSG00000185247	12.65171	2.362646	1.28833421	5.077952e-05	0.0001764766
ENSG00000185339	90.78415	2.467107	0.32003362	9.769494000000001e-17	8.394233e-16
ENSG00000185345	60.16894	3.096715	0.54784951	8.595347e-12	5.487741e-11
ENSG00000185565	217.8988	1.002489	0.26207076	5.781609e-06	2.259897e-05
ENSG00000185585	181.5225	1.153915	0.19171197	3.43043e-11	2.100817e-10
ENSG00000185652	6.883797	1.845563	1.59990953	0.0002838611	0.0008859116
ENSG00000185686	541.3836	1.5419	0.1106111	1.955098e-46	5.782739e-45
ENSG00000185736	99.46915	1.062403	0.29939844	1.243268e-05	4.664634e-05
ENSG00000185811	73.62197	1.193538	0.32201223	3.670153e-06	1.471863e-05
ENSG00000185813	1089.378	-1.07352	0.10908651	2.373509e-24	2.994367e-23
ENSG00000185837	8.551044	3.324383	1.89880123	1.791797e-05	6.605849e-05
ENSG00000185885	108.104	1.713313	0.2645765	6.399984e-13	4.397871e-12
ENSG00000185904	57.46014	4.609823	0.54570962	5.31097e-20	5.410274999999999e-19
ENSG00000185942	8.135468	1.425876	1.35108251	0.0007966227	0.002314654
ENSG00000186088	26.87604	1.325965	0.51817301	0.0001261352	0.0004160198
ENSG00000186193	1731.849	-1.529756	0.06500816	9.981652000000001e-125	1.6314459999999998e-122
ENSG00000186212	25.44595	1.667496	0.52980562	9.102941e-06	3.472621e-05
ENSG00000186496	152.2695	1.76855	0.24391855	3.283138e-15	2.61998e-14
ENSG00000186732	37.27106	1.34211	0.41530357	1.342633e-05	5.021219e-05
ENSG00000186792	112.8299	-1.675705	0.25345591	2.471743e-13	1.750851e-12
ENSG00000186897	462.3946	1.117599	0.11401453	2.628998e-24	3.307232e-23
ENSG00000186907	432.2322	1.13829	0.11931163	2.979814e-23	3.5830840000000004e-22
ENSG00000186952	16.91039	2.840638	0.83491444	4.391912e-07	1.915169e-06
ENSG00000186994	170.8092	1.121747	0.2385664	6.095917e-08	2.888263e-07
ENSG00000187051	2027.398	-1.105357	0.0561891	9.704236e-88	7.930517e-86
ENSG00000187135	14.69976	1.486877	0.70414998	0.0002502707	0.0007884413
ENSG00000187260	13.12124	1.481599	0.75003799	0.0003351775	0.001035521
ENSG00000187479	57.01445	1.197849	0.36882842	2.05511e-05	7.516328e-05
ENSG00000187554	46.02864	1.254899	0.40295267	2.672672e-05	9.648644e-05
ENSG00000187583	21.08018	1.24199	0.57079326	0.0004566722	0.001380339
ENSG00000187609	177.1151	1.085601	0.17936558	4.123443e-11	2.514058e-10
ENSG00000187720	437.5885	1.518715	0.12778462	7.571922e-35	1.444032e-33
ENSG00000187772	3805.602	-1.11897	0.04931484	1.321961e-115	1.846144e-113
ENSG00000187796	38.51257	-1.3636	0.5193405	9.302524e-05	0.0003120981
ENSG00000187840	3602.481	1.227569	0.04709678	1.064697e-151	2.973739e-149
ENSG00000187848	15.72821	1.64113	0.71958569	0.0001131032	0.0003752814
ENSG00000187957	30.25426	1.23908	0.56785677	0.0004543742	0.00137442
ENSG00000188004	7.541079	1.185991	0.99373913	0.001973142	0.005374984
ENSG00000188158	161.5334	2.103259	0.2063586	4.3124059999999997e-26	5.888196e-25
ENSG00000188162	40.62501	1.745602	0.67329907	4.084762e-05	0.0001438861
ENSG00000188177	486.4022	1.884273	0.36771526	1.976031e-09	1.057253e-08
ENSG00000188191	442.9958	-1.032493	0.12787826	2.7640190000000004e-17	2.460188e-16
ENSG00000188229	13679.96	-1.14713	0.03855441	3.0577330000000004e-196	1.5690439999999998e-193
ENSG00000188263	49.48348	1.488122	0.37233945	4.637685e-07	2.015571e-06
ENSG00000188316	44.82668	1.092726	0.39579136	0.0001588057	0.0005158321
ENSG00000188338	297.1676	1.06183	0.17946901	1.092958e-10	6.463713e-10
ENSG00000188573	133.1859	1.938411	0.22295663	4.7363899999999993e-20	4.836114999999999e-19
ENSG00000188596	37.32817	2.468121	0.57247344	3.837644e-08	1.853307e-07
ENSG00000188672	24.93439	2.616059	0.7094206	2.693859e-07	1.199112e-06
ENSG00000188687	91.80768	1.011525	0.27761107	1.124104e-05	4.241338e-05
ENSG00000188732	267.0053	1.101011	0.16968469	2.289076e-12	1.519966e-11
ENSG00000188761	11.17817	1.696223	0.8887237	0.0002030821	0.0006494214
ENSG00000188868	52.25247	2.018551	0.38263583	9.38638e-10	5.166138e-09
ENSG00000188897	25.32317	1.094577	0.61333324	0.001777939	0.004887283
ENSG00000189091	9482.118	-1.470091	0.0441678	3.208108e-245	4.424181e-242
ENSG00000189127	95.87066	1.309438	0.25383768	2.489827e-09	1.323489e-08
ENSG00000189159	3679.947	-1.123584	0.04623307	4.22404e-132	7.832221e-130
ENSG00000189195	197.305	1.427929	0.21337181	1.435998e-13	1.035806e-12
ENSG00000189221	132.8944	1.916992	0.2990849	1.318968e-12	8.880996e-12
ENSG00000189283	134.408	1.243539	0.21276459	6.341899e-11	3.819159e-10
ENSG00000189362	263.2998	1.347572	0.18407826	1.907302e-15	1.53818e-14
ENSG00000196104	102.857	2.037755	0.26919089	4.91613e-16	4.090287e-15
ENSG00000196139	17.14954	2.063886	0.7900932	1.914204e-05	7.032451e-05
ENSG00000196169	20.93657	1.247848	0.59179143	0.000524909	0.001574299
ENSG00000196172	52.49032	1.060112	0.35691074	9.528068e-05	0.0003190724
ENSG00000196189	185.7505	1.435238	0.18737164	1.145758e-16	9.8065e-16
ENSG00000196263	80.00279	1.268666	0.30365716	3.691316e-07	1.622488e-06
ENSG00000196267	87.58774	2.014711	0.27771856	4.871439e-15	3.849867e-14
ENSG00000196335	20.51463	1.048394	0.54746089	0.001670864	0.004606148
ENSG00000196449	1425.556	-1.228661	0.07085905	2.7733650000000005e-69	1.492544e-67
ENSG00000196497	4393.432	-1.706775	0.06334894	6.486433000000001e-162	2.0742490000000003e-159
ENSG00000196502	634.5546	1.267077	0.10476458	1.096812e-35	2.162748e-34
ENSG00000196517	445.6029	1.80207	0.13096515	5.45684e-45	1.53578e-43
ENSG00000196668	108.2606	1.435266	0.28169058	2.506695e-09	1.332135e-08
ENSG00000196700	3351.885	-1.185951	0.0507168	9.483756e-123	1.4841070000000002e-120
ENSG00000196873	489.1685	-1.124016	0.12274154	1.2172079999999999e-21	1.3557639999999998e-20
ENSG00000197019	281.7827	-1.321471	0.14734282	2.400694e-21	2.631461e-20
ENSG00000197106	85.14249	1.295408	0.29201199	1.021258e-07	4.730071e-07
ENSG00000197291	116.6853	1.749393	0.25856758	9.714995e-14	7.083984e-13
ENSG00000197322	8.520815	1.042417	0.84221943	0.003686977	0.009551855
ENSG00000197461	53.38617	1.225803	0.37969075	1.981343e-05	7.260977e-05
ENSG00000197479	19.01345	1.187816	0.56202902	0.0006384454	0.001886607
ENSG00000197496	162.6023	1.395938	0.21122643	2.71822e-13	1.918667e-12
ENSG00000197558	107.1302	2.655456	0.26845029	1.88654e-25	2.503098e-24
ENSG00000197748	82.56676	1.716725	0.28391136	9.783466e-12	6.217517e-11
ENSG00000197763	452.0532	1.549169	0.12101261	8.778306e-40	2.0453359999999997e-38
ENSG00000197776	19.28864	2.706917	0.80776982	6.671799e-07	2.861844e-06
ENSG00000197872	141.4666	2.803795	0.23963068	2.400614e-34	4.488945e-33
ENSG00000197903	157.8052	-1.042677	0.1859881	7.668922e-10	4.253765e-09
ENSG00000197971	225.2481	1.467575	0.21663887	7.675461e-14	5.637784e-13
ENSG00000197993	11.42757	2.066755	1.06289652	7.564371e-05	0.0002570581
ENSG00000198075	526.2386	1.038189	0.10864599	4.862828e-23	5.771828e-22
ENSG00000198208	617.3305	-1.157562	0.1139223	5.492506e-26	7.448811e-25
ENSG00000198221	171.8949	2.508483	0.20509621	2.0118459999999998e-36	4.039252e-35
ENSG00000198270	234.0993	1.234008	0.15978776	1.400436e-16	1.193996e-15
ENSG00000198417	241.1734	1.064663	0.15449918	1.825611e-13	1.305318e-12
ENSG00000198556	422.2221	1.210663	0.14073883	1.072938e-19	1.078068e-18
ENSG00000198576	56.76074	-1.233557	0.33281053	3.129058e-06	1.262668e-05
ENSG00000198604	3314.885	-1.315791	0.05000406	9.673049e-155	2.884268e-152
ENSG00000198668	9811.866	-1.136286	0.03828358	2.866359e-195	1.437414e-192
ENSG00000198719	280.4944	1.454291	0.15078519	2.9091379999999998e-24	3.6513150000000005e-23
ENSG00000198736	912.5784	-1.12586	0.0861169	1.054123e-40	2.5199599999999998e-39
ENSG00000198759	6.539618	1.15388	1.12021352	0.001971611	0.005372804
ENSG00000198763	58501.76	-1.011233	0.17157542	1.695023e-10	9.885107e-10
ENSG00000198771	12.42592	2.732355	1.76266665	4.661525e-05	0.0001628765
ENSG00000198796	92.27201	3.324429	0.34072989	3.1306409999999997e-26	4.311959e-25
ENSG00000198805	2747.308	-1.038369	0.05947513	1.189869e-69	6.4507270000000005e-68
ENSG00000198826	2957.827	-1.015242	0.05412087	7.703815999999999e-80	5.295474e-78
