gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000135346	52.87732	1.123836	0.38471422	8.420186e-05	0.0002843891
ENSG00000135362	31.33273	2.146757	0.47694754	3.209332e-08	1.560809e-07
ENSG00000135363	104.3888	1.148607	0.28313942	1.044319e-06	4.395823e-06
ENSG00000135519	45.70047	1.57608	0.41602697	9.73129e-07	4.108705e-06
ENSG00000135540	471.5182	1.002661	0.13333287	2.661077e-15	2.133599e-14
ENSG00000135632	1036.297	-1.044647	0.07792797	2.169396e-42	5.502038e-41
ENSG00000135636	38.29142	1.734053	0.44303362	4.974734e-07	2.156956e-06
ENSG00000135698	1074.192	-1.309385	0.08488244	8.451851e-56	3.283276e-54
ENSG00000135723	1422.99	-1.648817	0.07899478	6.828356e-99	7.106965e-97
ENSG00000135740	250.1017	-1.116375	0.19948814	5.301546e-10	2.978829e-09
ENSG00000135763	1922.142	-1.568721	0.06296167	2.818609e-139	5.8123929999999995e-137
ENSG00000135842	555.6512	1.532429	0.11603894	4.324372e-42	1.085521e-40
ENSG00000135899	45.91643	2.605604	0.41964021	1.818203e-12	1.214245e-11
ENSG00000136010	570.2986	3.596414	0.16587551	2.854659e-108	3.5386540000000004e-106
ENSG00000136160	238.3106	1.830349	0.21447892	1.4548759999999998e-19	1.443428e-18
ENSG00000136167	67.37783	2.556864	0.36319785	9.455003e-15	7.345938e-14
ENSG00000136717	257.9799	1.0695	0.18639166	3.039236e-10	1.739578e-09
ENSG00000136718	1726.478	-1.058194	0.06756082	9.613291999999999e-57	3.835756e-55
ENSG00000136732	607.9344	1.618658	0.11209384	1.836836e-49	6.058263999999999e-48
ENSG00000136883	27.71707	1.383937	0.56125452	0.0001389448	0.0004557481
ENSG00000136895	184.8875	1.092232	0.18900131	2.087572e-10	1.209936e-09
ENSG00000136933	871.3348	-1.061325	0.08202398	9.339415e-40	2.1714879999999997e-38
ENSG00000136960	127.9327	1.777005	0.22749989	4.793542e-17	4.198869e-16
ENSG00000137101	27.31712	1.748991	0.57947495	1.197945e-05	4.509154e-05
ENSG00000137142	711.0974	1.019497	0.0923893	1.166479e-29	1.834523e-28
ENSG00000137558	48.5276	-1.226678	0.39435477	2.988868e-05	0.0001073744
ENSG00000137628	266.87	1.581495	0.18673819	1.45114e-19	1.440369e-18
ENSG00000137672	46.16641	1.761044	0.39611011	5.05026e-08	2.411469e-07
ENSG00000137691	92.48172	1.798071	0.26688778	1.282433e-13	9.295952e-13
ENSG00000137726	580.774	1.749465	0.1134982	1.3597450000000002e-55	5.254426000000001e-54
ENSG00000137727	143.7227	1.827904	0.20981199	3.096891e-20	3.1916349999999996e-19
ENSG00000137809	25.36945	2.623234	0.5825021	1.180711e-08	5.956191e-08
ENSG00000137877	8.051805	-1.268873	0.99953764	0.001459092	0.004063469
ENSG00000138074	2357.026	-1.428705	0.05944007	6.008623e-130	1.052224e-127
ENSG00000138131	115.4694	2.112326	0.24073823	2.915035e-20	3.0112469999999997e-19
ENSG00000138193	607.1052	1.204711	0.10909818	3.3056829999999996e-30	5.335763e-29
ENSG00000138286	596.3171	1.213403	0.1135286	1.528975e-28	2.3154990000000002e-27
ENSG00000138380	198.3336	1.739327	0.2084147	5.67061e-19	5.485401e-18
ENSG00000138400	44.90913	1.004979	0.35736279	0.0002026556	0.0006482453
ENSG00000138772	188.3012	1.027385	0.17350966	1.304302e-10	7.658173e-10
ENSG00000138823	26.97366	2.136588	0.55820779	4.444576e-07	1.935838e-06
ENSG00000139178	295.8223	2.366739	0.16904908	2.700483e-46	7.934243e-45
ENSG00000139192	11.22309	1.910473	1.04604354	0.0001319002	0.0004337374
ENSG00000139194	33.87912	1.055469	0.44201965	0.0005370272	0.001608239
ENSG00000139200	314.7394	1.858407	0.14198665	5.654028e-41	1.361966e-39
ENSG00000139269	156.9683	5.544841	0.40486456	2.874968e-44	7.88027e-43
ENSG00000139292	484.0331	-1.257178	0.11753676	1.102723e-28	1.68618e-27
ENSG00000139318	43.4937	-1.163705	0.36379058	2.801154e-05	0.0001008937
ENSG00000139343	3266.532	-1.014553	0.0494992	1.095766e-94	1.033251e-92
ENSG00000139364	23.12303	3.768623	0.89824717	7.674759e-09	3.916364e-08
ENSG00000139438	242.3067	-1.280271	0.17023991	5.41975e-16	4.499126e-15
ENSG00000139567	35.69519	1.487091	0.44815069	6.913292e-06	2.67055e-05
ENSG00000139714	45.05568	1.17928	0.47234583	0.0002446949	0.0007718647
ENSG00000139921	3592.925	-1.05051	0.04831439	2.9970430000000004e-106	3.555364e-104
ENSG00000139926	938.3343	-1.054735	0.08533184	1.541276e-36	3.117164e-35
ENSG00000139973	368.371	1.337362	0.14664542	5.655744e-22	6.3670399999999994e-21
ENSG00000140044	322.2818	1.556278	0.17075093	4.496281e-22	5.100794e-21
ENSG00000140057	102.7849	1.331446	0.31168682	1.953755e-07	8.808664e-07
ENSG00000140157	2541.334	-1.226373	0.05503073	6.05099e-112	8.191111e-110
ENSG00000140279	19.37867	1.757554	0.69472181	4.672208e-05	0.0001631723
ENSG00000140307	1733.997	-1.036692	0.06373581	7.075263e-61	3.097533e-59
ENSG00000140320	1401.393	-1.00852	0.07480821	9.772647e-43	2.54585e-41
ENSG00000140332	3696.659	-1.061894	0.07586003	5.520943e-46	1.6113709999999999e-44
ENSG00000140350	13394.44	-1.135839	0.03406322	1.8181409999999999e-245	2.6744859999999998e-242
ENSG00000140451	345.6492	-1.242282	0.14670556	2.901737e-19	2.8431100000000004e-18
ENSG00000140463	1289.22	-1.03817	0.08259572	1.248924e-37	2.622027e-36
ENSG00000140521	3633.7	-1.013222	0.06378949	3.884799e-58	1.5903169999999999e-56
ENSG00000140538	27.51658	2.662966	0.60681082	1.720498e-08	8.544404e-08
ENSG00000140557	15.99237	1.00539	0.62165647	0.003333811	0.008706421
ENSG00000140563	11.62429	1.386895	0.76456928	0.0005992432	0.001781021
ENSG00000140795	61.96313	1.208292	0.35382225	1.070063e-05	4.047126e-05
ENSG00000140829	2722.936	-1.105042	0.05024026	8.336975999999999e-109	1.051174e-106
ENSG00000140905	2230.596	-1.064566	0.05689342	1.3561999999999998e-79	9.235973999999999e-78
ENSG00000140937	10.99387	2.597084	1.43382569	3.643336e-05	0.0001291616
ENSG00000140945	10.26842	1.10303	1.19298143	0.002051749	0.005571918
ENSG00000140995	1954.37	-1.301448	0.06279033	1.550389e-97	1.55497e-95
ENSG00000141076	1977.341	-1.013022	0.07178126	1.500955e-46	4.463418e-45
ENSG00000141086	35.10624	-2.255322	0.47162576	8.163301e-09	4.156051e-08
ENSG00000141378	735.9852	-1.24929	0.08726254	1.816643e-48	5.809308e-47
ENSG00000141497	23.20027	1.011751	0.48124982	0.001303226	0.003660346
ENSG00000141505	72.31148	1.13165	0.28847499	1.997087e-06	8.198272e-06
ENSG00000141574	47.36371	1.803414	0.39050998	2.279239e-08	1.120384e-07
ENSG00000141622	124.1814	1.204148	0.2279403	1.957475e-09	1.047833e-08
ENSG00000141665	7.848522	1.460692	1.13293595	0.0007573459	0.002208091
ENSG00000141668	15.07088	5.715292	1.55731843	9.330146e-08	4.335924e-07
ENSG00000141858	1619.128	-1.048355	0.07446781	1.954203e-46	5.782739e-45
ENSG00000142089	192.029	2.674017	0.21986414	1.998291e-36	4.01569e-35
ENSG00000142173	1882.806	1.059638	0.06924043	2.530318e-54	9.399238e-53
ENSG00000142207	1828.947	-1.248376	0.06778512	1.005582e-77	6.45005e-76
ENSG00000142549	206.3217	2.60941	0.19404728	1.887621e-43	5.03632e-42
ENSG00000142619	19.23839	1.780481	0.66020906	2.868023e-05	0.0001032011
ENSG00000142684	909.3492	-1.185304	0.08668441	2.246512e-44	6.1961620000000005e-43
ENSG00000142798	438.1684	1.891864	0.16603911	6.798446e-32	1.1637529999999999e-30
ENSG00000143171	24.722	2.299363	0.59632638	3.008379e-07	1.332394e-06
ENSG00000143256	1431.975	-1.146611	0.06541609	1.727453e-70	9.60107e-69
ENSG00000143320	471.7064	1.946524	0.12799045	6.508248e-54	2.3974040000000003e-52
ENSG00000143340	13.79553	1.168244	0.67637123	0.001476382	0.004106192
ENSG00000143458	980.4101	1.02806	0.09278752	6.697472999999999e-30	1.067773e-28
ENSG00000143816	91.31581	1.100244	0.25444608	4.068356e-07	1.77996e-06
ENSG00000143847	309.8905	1.662894	0.14607535	3.56544e-32	6.170308e-31
ENSG00000144152	28.27863	1.979938	0.55472601	1.3803e-06	5.754077e-06
ENSG00000144227	61.61047	1.293029	0.31384443	4.385586e-07	1.912788e-06
ENSG00000144451	316.4963	1.32245	0.1537296	6.284624999999999e-20	6.37612e-19
ENSG00000144488	203.3835	-1.177436	0.23754772	1.271054e-08	6.394391e-08
ENSG00000144644	13.38243	1.383423	0.74462537	0.0005629098	0.001679822
ENSG00000144668	194.85	1.803894	0.18588328	3.009998e-24	3.771471e-23
ENSG00000144785	366.8374	-1.416503	0.20042796	1.03283e-14	8.001891e-14
ENSG00000144908	44.04327	5.649517	0.9172234	3.87035e-12	2.531849e-11
ENSG00000145020	49.64161	1.083624	0.39161777	0.0001620945	0.0005258955
ENSG00000145147	14777.03	1.256575	0.04770982	6.935497e-155	2.096325e-152
ENSG00000145220	2797.483	-1.084566	0.05251321	2.72582e-96	2.685054e-94
ENSG00000145362	889.3247	1.291626	0.10308081	4.3699409999999995e-38	9.443952e-37
ENSG00000145536	99.20123	1.474119	0.27828168	7.822411e-10	4.335632e-09
ENSG00000145623	178.3562	1.533132	0.19327826	1.2302230000000001e-17	1.111584e-16
ENSG00000145777	131.5147	1.016644	0.20442346	2.803731e-08	1.369285e-07
ENSG00000145794	148.2762	1.0112	0.24503456	1.572426e-06	6.514377e-06
ENSG00000145882	560.404	1.063041	0.10743345	1.4839200000000002e-24	1.898127e-23
ENSG00000145934	11.39844	5.207842	1.65339166	3.645932e-07	1.602859e-06
ENSG00000146070	59.61965	1.053267	0.3029021	1.698834e-05	6.283068e-05
ENSG00000146090	101.8434	1.368727	0.24652524	2.277423e-10	1.313957e-09
ENSG00000146094	322.8441	-1.799602	0.1504898	6.749172e-35	1.291591e-33
ENSG00000146151	43.68063	1.027456	0.40811741	0.0004280518	0.001299348
ENSG00000146352	73.62554	-1.622993	0.38702097	1.667493e-07	7.567509e-07
ENSG00000146411	489.8899	1.413914	0.11802758	2.59192e-35	5.03883e-34
ENSG00000146477	9.614426	1.649705	1.08729905	0.000381291	0.001167039
ENSG00000146648	871.2357	1.142796	0.09183821	3.072977e-37	6.381237e-36
ENSG00000146966	203.0031	1.991948	0.17505548	1.035708e-31	1.756563e-30
ENSG00000147003	34.71667	1.223932	0.44453351	9.755798e-05	0.0003264013
ENSG00000147027	352.2192	6.671262	0.36035449	3.469167e-78	2.2580290000000002e-76
ENSG00000147234	153.9259	1.003666	0.20434212	4.136075e-08	1.991761e-07
ENSG00000147676	836.5486	2.268543	0.09852528	6.843183000000001e-119	1.013388e-116
ENSG00000147813	141.142	-1.201151	0.22308685	1.130827e-09	6.185347e-09
ENSG00000147852	352.2769	1.743001	0.13808998	1.5174689999999998e-38	3.348295e-37
ENSG00000148180	682.1378	1.017803	0.09033274	8.654776e-31	1.4208900000000002e-29
ENSG00000148225	256.6555	2.760887	0.17448542	5.395252e-59	2.2632359999999998e-57
ENSG00000148335	1427.199	-1.244785	0.07370613	5.838797e-66	2.895125e-64
ENSG00000148343	843.8999	-1.113347	0.11706082	4.6395430000000006e-23	5.515707e-22
ENSG00000148357	24.23571	1.721344	0.559406	1.044702e-05	3.957312e-05
ENSG00000148450	321.5485	1.292572	0.13380377	3.954463e-24	4.9324610000000004e-23
ENSG00000148488	52.45805	1.137908	0.3423206	1.999439e-05	7.322425e-05
ENSG00000148840	2660.898	-1.339457	0.06438684	2.6773e-98	2.722333e-96
ENSG00000148848	334.6585	2.820915	0.15213994	1.6357799999999998e-79	1.107162e-77
ENSG00000148942	40.58189	2.102731	0.4535935	1.882498e-08	9.319571e-08
ENSG00000149090	69.03228	1.507053	0.30496131	5.067933e-09	2.631151e-08
ENSG00000149131	195.6676	2.398171	0.24481196	1.4738419999999999e-24	1.88633e-23
ENSG00000149150	791.6398	1.374842	0.09737224	1.757305e-47	5.438279e-46
ENSG00000149256	206.924	2.552388	0.24667317	3.0616620000000003e-27	4.403883e-26
ENSG00000149292	555.4724	1.071754	0.12591523	5.459870999999999e-19	5.2931480000000004e-18
ENSG00000149380	19.42615	1.120389	0.56399659	0.001085688	0.003089465
ENSG00000149403	100.9683	1.081763	0.24057174	2.022785e-07	9.108725e-07
ENSG00000149548	382.7967	1.788028	0.13856418	4.8595360000000004e-40	1.1443509999999999e-38
ENSG00000149557	469.6332	2.640417	0.13444036	3.708338e-88	3.064587e-86
ENSG00000149781	28.33297	-1.035811	0.43015898	0.0005542454	0.00165643
ENSG00000149926	44.61103	1.764323	0.4063682	8.035447e-08	3.754015e-07
ENSG00000150281	66.16873	1.17994	0.3186231	3.937529e-06	1.572802e-05
ENSG00000150540	6.11677	1.515848	1.45176981	0.0006107343	0.001812001
ENSG00000150628	10.9311	1.423185	0.86438501	0.0006727364	0.001978927
ENSG00000150990	1908.342	-1.70731	0.0671735	1.536796e-144	3.726308e-142
ENSG00000151012	4881.762	1.981239	0.06938635	6.837104e-181	2.901167e-178
ENSG00000151079	185.6803	1.171769	0.17336607	2.434298e-13	1.725435e-12
ENSG00000151131	532.8758	-1.08296	0.11634996	3.884189e-22	4.420043e-21
ENSG00000151164	37.54176	2.166174	0.44409248	5.955884e-09	3.078392e-08
ENSG00000151690	150.9629	1.013854	0.21201735	7.471638e-08	3.501735e-07
ENSG00000151702	321.9952	1.03763	0.14445386	2.659101e-14	2.019727e-13
ENSG00000151834	76.21901	3.389178	0.39425062	1.474936e-21	1.6354e-20
ENSG00000151876	204.4135	1.772831	0.19519607	9.721725e-22	1.0850269999999999e-20
ENSG00000152128	114.7054	1.992795	0.24257405	2.958499e-18	2.7719440000000003e-17
ENSG00000152154	37.61435	1.097831	0.40233466	0.0001713081	0.000553266
ENSG00000152256	1156.925	1.492784	0.08567803	2.795679e-70	1.534494e-68
ENSG00000152348	433.7923	1.053994	0.12817051	7.036963e-18	6.450793e-17
ENSG00000152377	416.5714	1.534628	0.20729011	7.696144e-16	6.343497e-15
ENSG00000152661	1835.584	-1.405779	0.06943904	2.1403260000000003e-93	2.0011139999999999e-91
ENSG00000152672	34.16741	1.163575	0.43258575	0.0001477562	0.0004827842
ENSG00000152689	63.12349	2.128555	0.39860167	6.506127e-10	3.630695e-09
ENSG00000152763	60.65859	2.020682	0.34838775	5.561781e-11	3.35853e-10
ENSG00000152822	7.055931	1.009257	0.983674	0.003640937	0.009441448
ENSG00000152926	302.0119	1.429515	0.15004403	9.411408e-24	1.153682e-22
ENSG00000152932	200.545	-1.424197	0.19350679	1.169566e-15	9.529717e-15
ENSG00000152953	76.06882	1.961433	0.31305941	3.414905e-12	2.241222e-11
ENSG00000153012	619.4494	1.134573	0.10111712	6.932498000000001e-31	1.144095e-29
ENSG00000153093	23.53794	2.126055	0.60792968	1.386226e-06	5.775504e-06
ENSG00000153246	34.55261	2.540762	0.46799091	1.878936e-10	1.092169e-09
ENSG00000153363	234.6697	1.280222	0.19566916	6.225088e-13	4.283023e-12
ENSG00000154134	634.7877	1.054123	0.12421278	7.585328999999999e-19	7.292823e-18
ENSG00000154237	120.201	1.318125	0.29884294	1.067196e-07	4.937654e-07
ENSG00000154265	574.2565	1.123825	0.159644	4.444234e-14	3.318512e-13
ENSG00000154269	35.75678	1.936678	0.46975894	1.84941e-07	8.362139e-07
ENSG00000154319	143.5298	1.050307	0.1952055	2.623513e-09	1.389864e-08
ENSG00000154330	111.1057	1.525735	0.23988436	1.207962e-12	8.165957e-12
ENSG00000154342	26.20456	1.493436	0.54395542	4.649445e-05	0.0001625059
ENSG00000154655	96.5854	1.577542	0.2659754	1.815646e-11	1.130424e-10
ENSG00000154678	44.39131	1.220492	0.51591008	0.0003029608	0.0009421887
ENSG00000154783	27.38585	1.220011	0.5070221	0.0002720753	0.0008515377
ENSG00000154856	302.3522	1.106889	0.19374062	2.829077e-10	1.6235e-09
ENSG00000155090	563.9381	1.351159	0.10947316	3.5961e-37	7.443521999999999e-36
ENSG00000155111	1060.299	1.272841	0.07855051	4.328068e-61	1.917647e-59
ENSG00000155115	2058.51	-1.116499	0.06296595	5.737583e-72	3.2883059999999996e-70
ENSG00000155265	54.68989	1.280162	0.34777744	2.931022e-06	1.185573e-05
ENSG00000155465	26.22314	1.312746	0.55558462	0.0002264029	0.0007180653
ENSG00000155846	611.411	-1.471859	0.09979515	1.6170849999999998e-51	5.663646999999999e-50
ENSG00000155966	132.4635	3.465909	0.28559661	8.080222999999999e-38	1.714328e-36
ENSG00000156042	146.8348	1.401811	0.21889554	1.059931e-12	7.200917e-12
ENSG00000156253	649.6123	1.008601	0.09979436	2.46839e-25	3.255531e-24
ENSG00000156500	171.7485	1.335731	0.20942574	1.512263e-12	1.015771e-11
ENSG00000156509	15.00916	2.760248	1.02960823	4.125306e-06	1.642752e-05
ENSG00000156697	1361.353	-1.128083	0.07216053	9.675342e-57	3.853546e-55
ENSG00000156925	81.507	1.401404	0.27724976	3.339557e-09	1.755296e-08
ENSG00000156958	351.9882	-1.347681	0.13174926	1.034658e-26	1.458769e-25
ENSG00000157064	48.10305	3.675516	0.53743909	1.550033e-15	1.254639e-14
ENSG00000157103	21.57705	1.497043	0.69671568	0.0002242271	0.0007120855
ENSG00000157227	71.52689	-1.712671	0.35380319	7.804282e-09	3.979697e-08
ENSG00000157306	62.04207	-1.068758	0.32752357	3.410418e-05	0.000121392
ENSG00000157388	90.13613	1.676101	0.41617097	3.26789e-07	1.441543e-06
ENSG00000157456	2053.196	-1.113238	0.06184452	4.743035e-74	2.851637e-72
ENSG00000157502	64.31827	1.189002	0.30805426	2.002979e-06	8.220931e-06
ENSG00000157570	1035.34	1.429502	0.0785405	2.6652560000000002e-76	1.665974e-74
ENSG00000157601	37.0307	2.404589	0.46792803	1.163089e-09	6.351684e-09
ENSG00000157613	185.0392	1.226892	0.19423274	3.545958e-12	2.323777e-11
ENSG00000158089	56.6391	1.240536	0.35163796	6.165942e-06	2.403065e-05
ENSG00000158186	613.1156	1.333982	0.16616566	7.790346e-18	7.120712e-17
ENSG00000158220	20.61137	2.232857	0.72609466	3.99814e-06	1.594991e-05
ENSG00000158258	109.2632	1.68819	0.25054014	1.06457e-13	7.74217e-13
ENSG00000158445	58.1837	1.557232	0.46896444	6.012802e-06	2.34528e-05
ENSG00000158473	51.37467	1.177137	0.34435747	1.197212e-05	4.507162e-05
ENSG00000158545	2471.695	-1.159714	0.06339584	1.6930770000000002e-76	1.064323e-74
ENSG00000158560	36.54717	1.037158	0.42394378	0.0004973758	0.001496808
ENSG00000158792	342.1488	-1.356382	0.14774696	3.0162670000000003e-22	3.451968e-21
ENSG00000158805	1182.913	-2.015389	0.07948899	2.292689e-143	5.439588e-141
ENSG00000159403	536.8169	1.261406	0.12085025	1.69889e-27	2.461327e-26
ENSG00000159579	869.4442	-1.100545	0.08727606	4.971481e-38	1.070202e-36
ENSG00000159593	4008.116	-1.333274	0.04564631	1.001433e-189	4.603463e-187
ENSG00000159753	396.4246	-1.020681	0.13633691	3.075785e-15	2.459848e-14
ENSG00000159784	157.7988	2.12364	0.2136915	5.60637e-25	7.289602999999999e-24
ENSG00000160072	3312.48	-2.030433	0.08609541	1.637347e-124	2.656475e-122
ENSG00000160111	40.64009	1.163888	0.46829896	0.0002673389	0.0008374266
ENSG00000160124	773.692	-1.269327	0.08930726	7.184179e-48	2.261325e-46
ENSG00000160179	182.2534	1.351627	0.18226547	9.190562e-16	7.535851e-15
ENSG00000160193	574.6344	-1.477789	0.11872493	7.638620999999999e-38	1.6221959999999998e-36
ENSG00000160229	72.18095	1.541816	0.3709763	2.136611e-07	9.59388e-07
ENSG00000160633	5328.907	-1.205666	0.04324273	5.990821e-173	2.240465e-170
ENSG00000160801	37.06014	1.951055	0.46768447	1.50099e-07	6.848499e-07
ENSG00000160818	3858.587	-1.805973	0.04648496	0.0	0.0
ENSG00000160838	9.704593	1.088766	0.761924	0.002864245	0.007586072
ENSG00000161249	1048.061	-1.555983	0.07921541	3.650905e-88	3.028467e-86
ENSG00000161328	45.70865	2.02115	0.43257475	1.696022e-08	8.426643e-08
ENSG00000161681	360.4371	1.481359	0.14006485	2.078575e-28	3.1306320000000003e-27
ENSG00000161860	58.86737	1.828935	0.33310693	2.768799e-10	1.589736e-09
ENSG00000161980	1411.981	-1.120582	0.06823414	3.087157e-62	1.4103130000000002e-60
ENSG00000162344	21.99889	2.114474	0.61925629	1.843388e-06	7.582842e-06
ENSG00000162373	111.229	1.511928	0.25782911	2.790861e-11	1.717722e-10
ENSG00000162390	96.06987	1.017021	0.27211194	7.580336e-06	2.917497e-05
ENSG00000162496	157.209	1.260278	0.19999045	3.344249e-12	2.19681e-11
ENSG00000162669	229.8185	1.341642	0.64827161	0.0004232422	0.001285987
ENSG00000162670	56.84699	-2.654263	0.39455377	5.438853e-14	4.029829e-13
ENSG00000162769	727.8977	-1.205417	0.16133352	1.139357e-15	9.296544e-15
ENSG00000162804	97.49289	1.2315	0.36167564	1.017189e-05	3.856403e-05
ENSG00000162873	17.49393	1.649315	0.65099242	5.93726e-05	0.0002046643
ENSG00000162913	52.62999	1.079531	0.40953582	0.0002436762	0.0007690912
ENSG00000162951	9.801135	4.714401	1.80781682	1.4005e-06	5.832774e-06
ENSG00000162976	269.9194	1.263086	0.17758434	1.237963e-14	9.557613e-14
ENSG00000162981	270.4856	5.90734	0.31501041	6.787841e-80	4.695100000000001e-78
ENSG00000162989	64.53859	1.485048	0.33638153	7.086886e-08	3.33274e-07
ENSG00000163032	17.25037	1.792224	0.81440645	9.146011e-05	0.0003073979
ENSG00000163072	10.75427	1.041	0.72820333	0.003510016	0.009129849
ENSG00000163082	325.8292	1.635728	0.13548764	9.685930999999999e-36	1.9133400000000001e-34
ENSG00000163083	70.07677	1.567009	0.30336836	1.481478e-09	8.015894e-09
ENSG00000163359	36.60948	1.747917	0.69029487	4.749157e-05	0.0001656761
ENSG00000163449	48.35726	1.703893	0.4302076	4.217924e-07	1.841118e-06
ENSG00000163453	118.2998	2.004735	0.23395194	1.563664e-19	1.548574e-18
ENSG00000163508	104.6059	-1.350769	0.24283376	2.256362e-10	1.302366e-09
ENSG00000163565	209.4517	3.966824	0.23711866	2.2161440000000002e-66	1.106317e-64
ENSG00000163617	116.1538	1.136867	0.27772416	9.418927e-07	3.982154e-06
ENSG00000163683	779.5516	1.281469	0.13056702	9.081449999999999e-25	1.1704570000000001e-23
ENSG00000163879	35.33329	2.924037	0.57778182	3.680843e-10	2.094862e-09
ENSG00000163884	210.1273	-1.22611	0.16443449	1.145409e-15	9.336328e-15
ENSG00000163938	6053.885	-1.202504	0.04845631	8.159493e-138	1.63672e-135
ENSG00000163975	386.9718	1.037841	0.1361751	9.826122e-16	8.042039e-15
ENSG00000163995	67.66761	1.072558	0.31276715	1.843772e-05	6.788393e-05
ENSG00000164099	641.9016	1.332542	0.10948055	3.17789e-36	6.362989999999999e-35
ENSG00000164125	12.72613	1.032759	0.67431624	0.003306573	0.008643471
ENSG00000164136	18.49556	1.460667	0.68393141	0.0002559616	0.0008049875
ENSG00000164163	11844.82	-1.007145	0.03602732	2.845399e-173	1.082478e-170
ENSG00000164318	104.6522	1.643763	0.24928032	2.677728e-13	1.89069e-12
ENSG00000164338	1150.781	-1.117507	0.09212679	1.748138e-35	3.428682e-34
ENSG00000164404	50.79509	1.261831	0.38444469	1.436493e-05	5.355902e-05
ENSG00000164674	55.65466	2.012762	0.35556055	1.2088e-10	7.122074e-10
ENSG00000164687	1809.697	-1.045012	0.06018042	5.910423000000001e-69	3.173077e-67
ENSG00000164690	19.91186	1.650302	0.6481073	5.726453e-05	0.0001977683
ENSG00000164694	169.7105	1.182667	0.19424111	1.90329e-11	1.183322e-10
ENSG00000164746	17.09728	1.062104	0.58930544	0.001959823	0.005342001
ENSG00000164796	15.44341	2.91002	0.99650075	1.710341e-06	7.06452e-06
ENSG00000164929	57.06408	1.791461	0.34618269	1.462518e-09	7.917189e-09
ENSG00000164932	6.158407	1.074216	1.06835306	0.002646007	0.007057193
ENSG00000164938	220.987	2.013301	0.17452762	1.780803e-32	3.1111170000000002e-31
ENSG00000165029	35.56933	1.927387	0.50274764	5.718206e-07	2.464301e-06
ENSG00000165092	23.14178	2.936141	1.30688351	9.455944e-06	3.60106e-05
ENSG00000165102	1001.862	1.261148	0.08365195	2.282226e-53	8.296097e-52
ENSG00000165124	108.8237	1.050927	0.24835449	8.007016e-07	3.410711e-06
ENSG00000165168	47.16112	1.511302	0.38468048	5.969739e-07	2.568687e-06
ENSG00000165271	1152.853	-1.697661	0.08911106	5.561991e-83	4.1183e-81
ENSG00000165355	784.3253	-1.085227	0.08470468	4.153998e-39	9.362406999999999e-38
ENSG00000165379	62.94945	-1.142201	0.30208363	3.404779e-06	1.368673e-05
ENSG00000165475	264.5526	1.633101	0.16826448	1.83281e-24	2.329548e-23
ENSG00000165502	3593.139	-1.293644	0.04810374	2.1429559999999998e-161	6.659765000000001e-159
ENSG00000165506	801.8238	-1.202804	0.08855354	7.015826e-44	1.89711e-42
ENSG00000165511	144.5491	1.5826	0.21377862	7.884089e-16	6.488714e-15
ENSG00000165525	2337.119	-1.080736	0.05638563	2.1406400000000003e-83	1.606572e-81
ENSG00000165695	36.63044	1.227179	0.42510797	6.316255e-05	0.0002168817
ENSG00000165698	278.0807	1.547529	0.14952714	2.338814e-27	3.370733e-26
ENSG00000165732	18813.83	-1.097561	0.03334668	3.838076e-239	4.704841e-236
ENSG00000165934	3332.319	-1.259191	0.06563206	4.774765e-84	3.683748e-82
ENSG00000166033	778.3669	1.464833	0.09585975	5.280122e-55	2.019166e-53
ENSG00000166046	114.6329	1.446208	0.24546324	2.541666e-11	1.565658e-10
ENSG00000166068	485.1871	-1.025186	0.10732411	5.458850000000001e-23	6.465353e-22
ENSG00000166105	205.9279	1.105247	0.1880713	1.077926e-10	6.376527e-10
ENSG00000166133	556.8528	-1.653917	0.11523283	7.254583e-49	2.347102e-47
ENSG00000166148	69.57454	1.445362	0.35766884	4.137231e-07	1.808758e-06
ENSG00000166165	29009.38	-1.068587	0.03549895	1.520823e-200	9.06945e-198
ENSG00000166166	1042.431	-2.008136	0.07987716	5.062379e-141	1.117014e-138
ENSG00000166183	6.152796	1.231173	1.11770054	0.001573542	0.004355815
ENSG00000166197	15832.15	-1.262946	0.03397363	1.669466e-304	4.604595e-301
ENSG00000166341	516.5301	1.86235	0.1131595	1.216156e-62	5.637497e-61
ENSG00000166405	87.34562	1.130135	0.2917815	2.472007e-06	1.007106e-05
ENSG00000166432	88.97601	4.224908	0.38995441	1.525927e-30	2.488514e-29
ENSG00000166436	369.6348	1.137502	0.42546942	0.0001717444	0.0005545129
ENSG00000166448	47.6936	2.769221	0.40671822	1.916217e-14	1.466065e-13
ENSG00000166473	22.2183	1.157867	0.52835811	0.0005906812	0.001757705
ENSG00000166546	21.96319	2.070134	0.69593981	7.392648e-06	2.849734e-05
ENSG00000166736	42.00092	3.103614	0.49922138	2.611524e-13	1.845717e-12
ENSG00000166750	364.5569	2.374827	0.16952946	2.349917e-46	6.922685e-45
ENSG00000166794	6658.387	-1.15142	0.03740828	9.288691e-210	7.590925e-207
ENSG00000166801	132.7802	1.919823	0.28394194	1.329174e-13	9.625281e-13
ENSG00000166833	414.7938	1.604722	0.128759	7.241877e-38	1.5438839999999998e-36
ENSG00000166869	40.26048	1.932904	0.42723378	3.408047e-08	1.653079e-07
ENSG00000166888	995.7888	1.077131	0.09355911	3.531335e-32	6.116084000000001e-31
