"","gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","diffexpressed"
"1","ENSG00000000003",4623.735,-0.1245222,0.04559187,0.00602907,0.0149879,"TSPAN6","DOWN"
"2","ENSG00000000005",60.73065,-0.683264,0.28946803,0.003522332,0.009158644,"TNMD","DOWN"
"3","ENSG00000000419",1372.902,-0.2753968,0.06744643,3.566518e-05,0.0001265603,"DPM1","DOWN"
"4","ENSG00000000460",864.4269,-0.3233194,0.08907081,0.00020775,0.0006628115,"FIRRM","DOWN"
"5","ENSG00000001084",2363.569,-0.1980342,0.07542214,0.007681581,0.01869764,"GCLC","DOWN"
"6","ENSG00000001167",2521.549,-0.4410305,0.0514799,6.081528e-18,5.595868e-17,"NFYA","DOWN"
"7","ENSG00000001497",3350.147,-0.6311277,0.0468312,6.82313e-42,1.701157e-40,"LAS1L","DOWN"
"8","ENSG00000001630",3421.093,-0.547426,0.05371064,9.066353e-25,1.169878e-23,"CYP51A1","DOWN"
"9","ENSG00000002919",824.779,-0.6948787,0.11704622,6.886707e-10,3.835315e-09,"SNX11","DOWN"
"10","ENSG00000003056",3266.148,-0.2267644,0.05091124,7.282969e-06,2.809418e-05,"M6PR","DOWN"
"11","ENSG00000003249",1040.724,-0.545243,0.08019492,4.417587e-12,2.88129e-11,"DBNDD1","DOWN"
"12","ENSG00000003509",544.6027,-0.3021528,0.11771721,0.007705387,0.01874938,"NDUFAF7","DOWN"
"13","ENSG00000003989",2788.302,-0.3128797,0.07045261,6.741567e-06,2.609578e-05,"SLC7A2","DOWN"
"14","ENSG00000004142",6593.624,-0.332211,0.03634924,4.608188e-20,4.707392e-19,"POLDIP2","DOWN"
"15","ENSG00000004455",8087.659,-0.8852441,0.04000283,1.674315e-109,2.123205e-107,"AK2","DOWN"
"16","ENSG00000004478",13676.6,-0.8990622,0.0306072,1.111892e-190,5.21998e-188,"FKBP4","DOWN"
"17","ENSG00000004487",8921.372,-0.2935037,0.03410633,5.977e-18,5.504279e-17,"KDM1A","DOWN"
"18","ENSG00000004534",2381.058,-0.1321867,0.0554476,0.01624561,0.03679147,"RBM6","DOWN"
"19","ENSG00000004779",2439.838,-0.7512766,0.05414401,1.742198e-44,4.823287e-43,"NDUFAB1","DOWN"
"20","ENSG00000004864",2613.555,-0.1392783,0.05373412,0.009007217,0.02160072,"SLC25A13","DOWN"
"21","ENSG00000004866",550.7566,-0.8845982,0.10896708,4.624993e-17,4.059287e-16,"ST7","DOWN"
"22","ENSG00000004897",6549.976,-0.1666839,0.04891111,0.0006045423,0.001795561,"CDC27","DOWN"
"23","ENSG00000004961",1454.066,-0.5154318,0.07840132,2.249853e-11,1.39212e-10,"HCCS","DOWN"
"24","ENSG00000004975",2756.486,-0.1403776,0.04971536,0.004482057,0.01142389,"DVL2","DOWN"
"25","ENSG00000005007",5700.712,-0.4535916,0.04644112,8.659727e-23,1.015826e-21,"UPF1","DOWN"
"26","ENSG00000005022",13825.33,-0.2164392,0.03035154,8.757961e-13,5.986506e-12,"SLC25A5","DOWN"
"27","ENSG00000005075",1936.487,-0.426138,0.0594851,4.654276e-13,3.226409e-12,"POLR2J","DOWN"
"28","ENSG00000005100",3206.024,-0.4172066,0.05235575,9.745402e-16,7.978935e-15,"DHX33","DOWN"
"29","ENSG00000005156",2575.608,-0.5218397,0.06255929,3.335917e-17,2.953732e-16,"LIG3","DOWN"
"30","ENSG00000005175",2612.715,-0.3739706,0.05881058,1.360865e-10,7.979666e-10,"RPAP3","DOWN"
"31","ENSG00000005194",1703.888,-1.398293,0.06164448,3.591333e-116,5.179266e-114,"CIAPIN1","DOWN"
"32","ENSG00000005339",3533.405,-0.1771949,0.0583028,0.002163875,0.005848348,"CREBBP","DOWN"
"33","ENSG00000005436",1336.802,-0.4181724,0.07984053,9.752919e-08,4.523821e-07,"GCFC2","DOWN"
"34","ENSG00000005469",397.5014,-0.5458276,0.12503401,5.142497e-06,2.023706e-05,"CROT","DOWN"
"35","ENSG00000005810",4457.117,-0.5188335,0.08397731,2.942964e-10,1.687101e-09,"MYCBP2","DOWN"
"36","ENSG00000006007",3153.426,-0.520036,0.05229267,1.221198e-23,1.484613e-22,"GDE1","DOWN"
"37","ENSG00000006194",890.4082,-0.4508472,0.08481749,5.853766e-08,2.777707e-07,"ZNF263","DOWN"
"38","ENSG00000006377",301.5569,-0.3444864,0.13730693,0.008282936,0.02002224,"DLX6","DOWN"
"39","ENSG00000006432",639.3095,-0.5455153,0.10202397,3.695348e-08,1.787327e-07,"MAP3K9","DOWN"
"40","ENSG00000006451",2367.02,-0.1630826,0.05398222,0.002331161,0.006268227,"RALA","DOWN"
"41","ENSG00000006468",122.7285,-2.547009,0.24935455,1.236253e-26,1.736342e-25,"ETV1","DOWN"
"42","ENSG00000006607",2030.273,-0.407074,0.06372026,1.039092e-10,6.158359e-10,"FARP2","DOWN"
"43","ENSG00000006625",2060.211,-0.1823656,0.05441195,0.0007300016,0.002134844,"GGCT","DOWN"
"44","ENSG00000006634",1226.262,-0.5716855,0.07819617,1.021952e-13,7.439583e-13,"DBF4","DOWN"
"45","ENSG00000006652",1605.528,-0.1636124,0.06351868,0.009228822,0.02208851,"IFRD1","DOWN"
"46","ENSG00000006695",714.1203,-0.3592116,0.09342139,8.205345e-05,0.0002775578,"COX10","DOWN"
"47","ENSG00000006712",2984.575,-0.8791822,0.04857415,3.356476e-74,2.029058e-72,"PAF1","DOWN"
"48","ENSG00000006744",3627.717,-0.5733579,0.05631899,9.379269e-25,1.20743e-23,"ELAC2","DOWN"
"49","ENSG00000007080",3454.116,-0.6354554,0.04734068,1.386582e-41,3.422252e-40,"CCDC124","DOWN"
"50","ENSG00000007168",5429.713,-0.1364941,0.04826706,0.004437022,0.01131956,"PAFAH1B1","DOWN"
"51","ENSG00000007202",11499.15,-0.3744332,0.04266199,1.131454e-18,1.078891e-17,"BLTP2","DOWN"
"52","ENSG00000007264",263.2124,-0.6545862,0.14439607,1.570439e-06,6.50859e-06,"MATK","DOWN"
"53","ENSG00000007376",1642.172,-0.8966785,0.06968212,6.415574e-39,1.438614e-37,"RPUSD1","DOWN"
"54","ENSG00000007392",1213.641,-0.4000339,0.07142398,1.340631e-08,6.733672e-08,"LUC7L","DOWN"
"55","ENSG00000007520",1886.29,-0.4072861,0.05869073,2.442874e-12,1.619652e-11,"TSR3","DOWN"
"56","ENSG00000007923",3932.931,-0.949912,0.04673527,5.400008e-93,4.944033e-91,"DNAJC11","DOWN"
"57","ENSG00000007944",587.668,-0.4356828,0.10061713,8.455882e-06,3.237533e-05,"MYLIP","DOWN"
"58","ENSG00000007968",2094.944,-0.1836616,0.05731984,0.001228129,0.003465747,"E2F2","DOWN"
"59","ENSG00000008018",7190.348,-0.2610129,0.03683676,1.145326e-12,7.759172e-12,"PSMB1","DOWN"
"60","ENSG00000008128",1364.32,-0.2824131,0.10086026,0.004001235,0.01030671,"CDK11A","DOWN"
"61","ENSG00000008130",3658.935,-0.213029,0.05921391,0.0002817376,0.0008795333,"NADK","DOWN"
"62","ENSG00000008282",1887.735,-0.2023672,0.05959085,0.0006073947,0.001803063,"SYPL1","DOWN"
"63","ENSG00000008311",1275.556,-0.3417665,0.06986,7.111324e-07,3.043277e-06,"AASS","DOWN"
"64","ENSG00000008324",530.2031,-0.4948277,0.10107795,4.73103e-07,2.055329e-06,"SS18L2","DOWN"
"65","ENSG00000008394",1282.5,-0.9650885,0.08129703,1.055913e-33,1.93511e-32,"MGST1","DOWN"
"66","ENSG00000008405",1407.123,-0.7573179,0.07423743,3.67842e-25,4.819735e-24,"CRY1","DOWN"
"67","ENSG00000008441",921.733,-0.3014022,0.08310884,0.0002195298,0.000698173,"NFIX","DOWN"
"68","ENSG00000008735",2009.623,-0.3683754,0.06228858,2.260258e-09,1.204652e-08,"MAPK8IP2","DOWN"
"69","ENSG00000008838",3974.234,-0.7194304,0.05504158,1.085394e-39,2.513035e-38,"MED24","DOWN"
"70","ENSG00000008853",714.4812,-0.362452,0.08756057,2.361075e-05,8.588382e-05,"RHOBTB2","DOWN"
"71","ENSG00000008952",2467.413,-0.3504445,0.05900077,2.009453e-09,1.074354e-08,"SEC62","DOWN"
"72","ENSG00000008988",15104.2,-0.177176,0.03561759,6.000576e-07,2.580447e-06,"RPS20","DOWN"
"73","ENSG00000009724",21.49343,-0.8577792,0.558391,0.007219275,0.01766001,"MASP2","DOWN"
"74","ENSG00000009780",473.0639,-0.3929879,0.1150097,0.0003951531,0.001206289,"FAM76A","DOWN"
"75","ENSG00000009830",1507.755,-0.2116453,0.06860588,0.001784097,0.004902988,"POMT2","DOWN"
"76","ENSG00000009950",406.4728,-0.5472474,0.14410893,5.796818e-05,0.0002000732,"MLXIPL","DOWN"
"77","ENSG00000009954",7411.369,-0.5171655,0.04364037,9.923337e-33,1.754475e-31,"BAZ1B","DOWN"
"78","ENSG00000010072",1485.769,-0.5199316,0.06307983,7.717806e-17,6.670325e-16,"SPRTN","DOWN"
"79","ENSG00000010165",1355.233,-0.7742344,0.07778062,4.205031e-24,5.239075e-23,"METTL13","DOWN"
"80","ENSG00000010244",7172.27,-0.7878844,0.04149047,3.465679e-81,2.474764e-79,"ZNF207","DOWN"
"81","ENSG00000010256",5338.23,-0.3003734,0.05034989,1.88705e-09,1.012345e-08,"UQCRC1","DOWN"
"82","ENSG00000010295",1073.093,-0.7205124,0.07712478,2.078038e-21,2.284599e-20,"IFFO1","DOWN"
"83","ENSG00000011007",4348.51,-0.6589407,0.04428079,1.256882e-50,4.286416e-49,"ELOA","DOWN"
"84","ENSG00000011009",1754.964,-0.7509061,0.06811006,5.629871e-29,8.705192e-28,"LYPLA2","DOWN"
"85","ENSG00000011021",856.3903,-0.8607971,0.09863772,2.926813e-19,2.866406e-18,"CLCN6","DOWN"
"86","ENSG00000011114",1510.703,-0.8243483,0.07593844,2.573035e-28,3.862178e-27,"BTBD7","DOWN"
"87","ENSG00000011198",492.222,-0.4693483,0.10613273,5.048464e-06,1.98883e-05,"ABHD5","DOWN"
"88","ENSG00000011243",2083.5,-0.6181115,0.0634679,6.801582e-23,8.02388e-22,"AKAP8L","DOWN"
"89","ENSG00000011260",3199.397,-0.8111813,0.04914639,4.980905e-62,2.252124e-60,"UTP18","DOWN"
"90","ENSG00000011275",2291.742,-0.134056,0.05488317,0.01381615,0.03184513,"RNF216","DOWN"
"91","ENSG00000011304",19054.1,-0.5864827,0.03088101,7.466572e-81,5.280446e-79,"PTBP1","DOWN"
"92","ENSG00000011332",490.4769,-0.5305057,0.10495314,1.863245e-07,8.421242e-07,"DPF1","DOWN"
"93","ENSG00000011376",2059.064,-1.029829,0.05781656,2.435156e-72,1.410282e-70,"LARS2","DOWN"
"94","ENSG00000011426",4478.327,-0.3106319,0.04584559,9.439306e-12,6.003986e-11,"ANLN","DOWN"
"95","ENSG00000011451",3083.419,-0.1295058,0.05215861,0.01239312,0.02886061,"WIZ","DOWN"
"96","ENSG00000011478",665.3098,-0.2439813,0.09898389,0.01139086,0.02673253,"QPCTL","DOWN"
"97","ENSG00000011485",4567.035,-0.2694495,0.04241566,1.728175e-10,1.006657e-09,"PPP5C","DOWN"
"98","ENSG00000012211",241.5142,-0.5070196,0.18408839,0.002539622,0.006797279,"PRICKLE3","DOWN"
"99","ENSG00000012232",2485.986,-0.4396188,0.08989133,5.682538e-07,2.449408e-06,"EXTL3","DOWN"
"100","ENSG00000012963",2694.501,-0.4548832,0.06788613,1.13885e-11,7.187848e-11,"UBR7","DOWN"
"101","ENSG00000012983",1857.409,-0.6202312,0.06163734,2.656117e-24,3.339442e-23,"MAP4K5","DOWN"
"102","ENSG00000013275",3073.352,-0.8199192,0.05820785,6.552374e-46,1.902344e-44,"PSMC4","DOWN"
"103","ENSG00000013306",4913.305,-0.3041916,0.04242105,5.752223e-13,3.97006e-12,"SLC25A39","DOWN"
"104","ENSG00000013374",3256.188,-0.6650979,0.0488898,1.059894e-42,2.754602e-41,"NUB1","DOWN"
"105","ENSG00000013441",717.4279,-0.377099,0.12404599,0.001522005,0.004224813,"CLK1","DOWN"
"106","ENSG00000013503",1223.441,-0.2605419,0.0818291,0.001186847,0.003356546,"POLR3B","DOWN"
"107","ENSG00000013523",2512.621,-1.001786,0.06581393,1.295516e-53,4.717091e-52,"ANGEL1","DOWN"
"108","ENSG00000013810",5915.254,-0.7854388,0.04476131,1.049315e-69,5.702745e-68,"TACC3","DOWN"
"109","ENSG00000014164",1180.678,-0.387818,0.07697769,3.03218e-07,1.341858e-06,"ZC3H3","DOWN"
"110","ENSG00000014641",5256.327,-0.4267975,0.0405301,3.7274e-26,5.105219e-25,"MDH1","DOWN"
"111","ENSG00000015133",949.5005,-0.6577008,0.08745082,1.532233e-14,1.177184e-13,"CCDC88C","DOWN"
"112","ENSG00000015475",1306.743,-0.750873,0.06819683,6.615231e-29,1.020735e-27,"BID","DOWN"
"113","ENSG00000015479",16689.51,-0.5808403,0.04207385,8.996557e-44,2.423798e-42,"MATR3","DOWN"
"114","ENSG00000016082",296.4325,-0.7883342,0.14399644,6.685787e-09,3.437937e-08,"ISL1","DOWN"
"115","ENSG00000016391",1140.207,-0.4499258,0.11600693,5.689723e-05,0.0001965614,"CHDH","DOWN"
"116","ENSG00000017797",2459.317,-0.1863666,0.05890115,0.001406128,0.003927867,"RALBP1","DOWN"
"117","ENSG00000018610",1495.034,-0.4367977,0.06775155,6.562724e-11,3.947833e-10,"STEEP1","DOWN"
"118","ENSG00000018699",932.0342,-0.7827107,0.07827039,2.54275e-24,3.204214e-23,"TTC27","DOWN"
"119","ENSG00000020129",2586.472,-1.107252,0.05164273,1.431859e-103,1.636993e-101,"NCDN","DOWN"
"120","ENSG00000020256",1002.578,-0.4023429,0.07634548,8.507564e-08,3.971216e-07,"ZFP64","DOWN"
"121","ENSG00000020426",1263.27,-0.8823818,0.07516627,8.162729e-33,1.447834e-31,"MNAT1","DOWN"
"122","ENSG00000020577",617.1194,-0.4945051,0.09855862,2.533993e-07,1.131833e-06,"SAMD4A","DOWN"
"123","ENSG00000020633",338.8704,-0.695207,0.12631121,8.707977e-09,4.430286e-08,"RUNX3","DOWN"
"124","ENSG00000021776",2245.729,-0.8424029,0.06080556,1.519626e-44,4.217678e-43,"AQR","DOWN"
"125","ENSG00000022277",2574.501,-0.3695484,0.05270293,1.592671e-12,1.067506e-11,"RTF2","DOWN"
"126","ENSG00000022567",471.9327,-0.8595678,0.13781599,4.819343e-11,2.922199e-10,"SLC45A4","DOWN"
"127","ENSG00000022840",5094.276,-0.4845659,0.0487322,1.373477e-23,1.665153e-22,"RNF10","DOWN"
"128","ENSG00000023041",1543.36,-0.4806877,0.09734637,3.976896e-07,1.741767e-06,"ZDHHC6","DOWN"
"129","ENSG00000023330",1565.411,-0.5746801,0.06170374,4.755737e-21,5.143889e-20,"ALAS1","DOWN"
"130","ENSG00000023572",502.6233,-0.6850575,0.10583488,2.395174e-11,1.479135e-10,"GLRX2","DOWN"
"131","ENSG00000023608",622.4686,-0.3733378,0.09942035,0.0001140668,0.0003783651,"SNAPC1","DOWN"
"132","ENSG00000023734",10156.54,-0.3436087,0.03545743,2.370288e-22,2.71973e-21,"STRAP","DOWN"
"133","ENSG00000023902",883.3881,-0.4649792,0.07922776,2.331505e-09,1.242025e-08,"PLEKHO1","DOWN"
"134","ENSG00000023909",1779.546,-0.6467644,0.06129499,1.487657e-26,2.081494e-25,"GCLM","DOWN"
"135","ENSG00000025293",2200.621,-0.2592291,0.06049119,1.504404e-05,5.598698e-05,"PHF20","DOWN"
"136","ENSG00000025772",1618.825,-0.3887411,0.06191467,2.210984e-10,1.278108e-09,"TOMM34","DOWN"
"137","ENSG00000025800",3553.883,-0.3914999,0.04869299,5.797997e-16,4.804086e-15,"KPNA6","DOWN"
"138","ENSG00000026025",26715.42,-0.7592735,0.03757402,1.600764e-91,1.435807e-89,"VIM","DOWN"
"139","ENSG00000026036",367.0979,-0.5063677,0.16584461,0.0009989137,0.00285913,"RTEL1-TNFRSF6B","DOWN"
"140","ENSG00000027847",800.5479,-0.3719823,0.08700212,1.26723e-05,4.748079e-05,"B4GALT7","DOWN"
"141","ENSG00000028203",2425.942,-0.1370907,0.05975744,0.02056999,0.04529708,"VEZT","DOWN"
"142","ENSG00000028310",1521.859,-0.2356241,0.06644755,0.0003327624,0.001028492,"BRD9","DOWN"
"143","ENSG00000028528",2899.069,-0.8696758,0.20195035,1.57083e-06,6.508988e-06,"SNX1","DOWN"
"144","ENSG00000029363",12192.99,-0.7080603,0.03976627,1.513656e-71,8.630184e-70,"BCLAF1","DOWN"
"145","ENSG00000029364",2775.61,-0.1289963,0.0545539,0.01716569,0.03862149,"SLC39A9","DOWN"
"146","ENSG00000029725",3922.161,-0.2994087,0.06179179,9.769288e-07,4.123959e-06,"RABEP1","DOWN"
"147","ENSG00000029993",3804.897,-0.8706556,0.05146018,3.573595e-65,1.736814e-63,"HMGB3","DOWN"
"148","ENSG00000030110",2051.475,-0.6349743,0.05606474,3.055469e-30,4.942736e-29,"BAK1","DOWN"
"149","ENSG00000030582",5653.639,-0.1891567,0.03830794,7.153661e-07,3.060208e-06,"GRN","DOWN"
"150","ENSG00000031003",2017.893,-0.3546398,0.06769549,1.124137e-07,5.190227e-07,"FAM13B","DOWN"
"151","ENSG00000031823",2525.667,-0.5083942,0.05707604,2.48148e-19,2.438925e-18,"RANBP3","DOWN"
"152","ENSG00000032219",877.3761,-0.2741852,0.09623974,0.003487864,0.009077907,"ARID4A","DOWN"
"153","ENSG00000033011",890.6876,-1.015903,0.08650903,3.522902e-33,6.324885e-32,"ALG1","DOWN"
"154","ENSG00000033050",4511.018,-0.8094748,0.04268592,5.12899e-81,3.650683e-79,"ABCF2","DOWN"
"155","ENSG00000033100",1386.065,-0.2476704,0.08230693,0.002180695,0.005890198,"CHPF2","DOWN"
"156","ENSG00000033170",881.8915,-0.2599537,0.09103171,0.003499165,0.009104843,"FUT8","DOWN"
"157","ENSG00000033627",3404.237,-0.1722647,0.05098222,0.0006682199,0.001967477,"ATP6V0A1","DOWN"
"158","ENSG00000033800",1308.303,-0.6935907,0.0683674,8.626276e-25,1.115702e-23,"PIAS1","DOWN"
"159","ENSG00000034053",1178.617,-0.534186,0.08350579,6.865806e-11,4.124531e-10,"APBA2","DOWN"
"160","ENSG00000034152",1193.832,-0.5442854,0.08761212,2.184144e-10,1.264248e-09,"MAP2K3","DOWN"
"161","ENSG00000034533",268.9202,-0.377967,0.15645682,0.009845136,0.02342134,"ASTE1","DOWN"
"162","ENSG00000034713",2113.5,-0.3722759,0.05663519,3.312028e-11,2.031126e-10,"GABARAPL2","DOWN"
"163","ENSG00000035141",3881.755,-0.5893553,0.0437016,6.982032e-42,1.73881e-40,"FAM136A","DOWN"
"164","ENSG00000035499",1230.813,-0.4290152,0.06759338,1.288552e-10,7.571747e-10,"DEPDC1B","DOWN"
"165","ENSG00000035681",721.3849,-0.4945533,0.10072461,4.399945e-07,1.918293e-06,"NSMAF","DOWN"
"166","ENSG00000035687",2609.497,-0.404881,0.05203932,4.529014e-15,3.585673e-14,"ADSS2","DOWN"
"167","ENSG00000036257",2987.467,-0.4813151,0.06247699,6.757694e-15,5.302579e-14,"CUL3","DOWN"
"168","ENSG00000036549",2151.29,-0.2881696,0.07676213,0.0001363794,0.0004477327,"ZZZ3","DOWN"
"169","ENSG00000037241",1993.553,-0.6639061,0.06237306,5.184862e-27,7.390438e-26,"RPL26L1","DOWN"
"170","ENSG00000037280",1665.017,-0.3967409,0.09004719,6.611902e-06,2.565804e-05,"FLT4","DOWN"
"171","ENSG00000037474",4883.7,-0.9638418,0.04303237,2.666384e-112,3.631713e-110,"NSUN2","DOWN"
"172","ENSG00000037637",1333.307,-0.2379597,0.08549675,0.004534171,0.01154471,"FBXO42","DOWN"
"173","ENSG00000037757",1518.539,-1.069219,0.07029958,1.007127e-53,3.685282e-52,"MRI1","DOWN"
"174","ENSG00000037897",446.5131,-1.755939,0.12478501,5.861344e-47,1.774082e-45,"METTL1","DOWN"
"175","ENSG00000037965",361.1497,-0.7829529,0.12928468,2.219863e-10,1.282232e-09,"HOXC8","DOWN"
"176","ENSG00000038274",2789.652,-0.3862896,0.05282165,1.704941e-13,1.221413e-12,"MAT2B","DOWN"
"177","ENSG00000038358",3544.846,-1.187277,0.06096362,2.691288e-86,2.136089e-84,"EDC4","DOWN"
"178","ENSG00000039123",3885.665,-0.4439106,0.06110361,2.115318e-13,1.505629e-12,"MTREX","DOWN"
"179","ENSG00000039523",1185.147,-0.7758052,0.0787158,1.115411e-23,1.360505e-22,"RIPOR1","DOWN"
"180","ENSG00000039560",2994.448,-0.2960901,0.04806157,5.658098e-10,3.171093e-09,"RAI14","DOWN"
"181","ENSG00000040199",845.6754,-0.4984995,0.08085666,3.400767e-10,1.938965e-09,"PHLPP2","DOWN"
"182","ENSG00000040275",3022.128,-0.3731009,0.08043416,2.333178e-06,9.528333e-06,"SPDL1","DOWN"
"183","ENSG00000040487",670.4228,-0.2262099,0.09744336,0.01726072,0.03881551,"SLC66A1","DOWN"
"184","ENSG00000040531",726.9329,-0.4640183,0.11380937,2.378958e-05,8.647729e-05,"CTNS","DOWN"
"185","ENSG00000040633",1200.303,-0.7677494,0.06834075,4.991828e-30,8.010522e-29,"PHF23","DOWN"
"186","ENSG00000041357",11748.01,-0.766958,0.04126761,7.791269e-78,5.01208e-76,"PSMA4","DOWN"
"187","ENSG00000041802",1045.381,-1.087636,0.08271841,5.037551e-41,1.216122e-39,"LSG1","DOWN"
"188","ENSG00000042088",1146.8,-0.4877201,0.08070851,7.541213e-10,4.189246e-09,"TDP1","DOWN"
"189","ENSG00000042286",237.0269,-0.5357174,0.14530307,9.331386e-05,0.000312961,"AIFM2","DOWN"
"190","ENSG00000042753",3819.012,-0.3496889,0.04459956,3.172606e-15,2.535442e-14,"AP2S1","DOWN"
"191","ENSG00000043039",689.4333,-0.2665616,0.08629694,0.001623675,0.004485026,"BARX2","DOWN"
"192","ENSG00000043093",1080.627,-0.3626936,0.08129747,5.537884e-06,2.172327e-05,"DCUN1D1","DOWN"
"193","ENSG00000043143",547.0818,-0.8317983,0.10430298,1.967539e-16,1.669118e-15,"JADE2","DOWN"
"194","ENSG00000043355",1467.236,-0.2634346,0.07988818,0.0007940166,0.002307689,"ZIC2","DOWN"
"195","ENSG00000044574",13833.56,-1.069425,0.04149925,6.402456e-148,1.662002e-145,"HSPA5","DOWN"
"196","ENSG00000047315",7238.305,-0.3555966,0.04732209,3.995275e-14,2.989344e-13,"POLR2B","DOWN"
"197","ENSG00000047932",2508.712,-0.2150157,0.05283067,4.123436e-05,0.0001451557,"GOPC","DOWN"
"198","ENSG00000048140",1779.449,-0.3447366,0.05931718,4.399335e-09,2.29483e-08,"TSPAN17","DOWN"
"199","ENSG00000048162",997.5954,-2.044837,0.08223868,5.325149e-138,1.077976e-135,"NOP16","DOWN"
"200","ENSG00000048544",1879.659,-0.7238927,0.05795406,1.840212e-36,3.708154e-35,"MRPS10","DOWN"
"201","ENSG00000048740",4706.47,-0.2185476,0.05275378,2.995368e-05,0.0001075904,"CELF2","DOWN"
"202","ENSG00000048828",3991.782,-0.302303,0.04161558,2.904892e-13,2.047156e-12,"FAM120A","DOWN"
"203","ENSG00000048991",1930.256,-0.6637243,0.06589889,2.05138e-24,2.596885e-23,"R3HDM1","DOWN"
"204","ENSG00000049130",823.7479,-0.8114397,0.08790498,3.881977e-21,4.221578e-20,"KITLG","DOWN"
"205","ENSG00000049167",806.129,-0.2374898,0.10041081,0.01510315,0.03446235,"ERCC8","DOWN"
"206","ENSG00000049245",3714.298,-0.2062768,0.0538674,0.0001137752,0.0003774546,"VAMP3","DOWN"
"207","ENSG00000049656",3422.532,-0.5416693,0.06570763,7.137385e-17,6.18564e-16,"CLPTM1L","DOWN"
"208","ENSG00000049769",157.1203,-0.3815159,0.17236818,0.01648988,0.03727962,"PPP1R3F","DOWN"
"209","ENSG00000050130",1113.096,-0.6606662,0.09469566,8.361942e-13,5.717578e-12,"JKAMP","DOWN"
"210","ENSG00000050820",1337.48,-1.320684,0.07109726,3.643557e-79,2.451069e-77,"BCAR1","DOWN"
"211","ENSG00000051180",880.3712,-0.2936712,0.0885501,0.0007046043,0.002066608,"RAD51","DOWN"
"212","ENSG00000051523",1269.784,-0.3506677,0.07094647,5.393975e-07,2.331858e-06,"CYBA","DOWN"
"213","ENSG00000051596",3425.657,-0.4040637,0.05315858,1.840712e-14,1.410254e-13,"THOC3","DOWN"
"214","ENSG00000052749",1819.999,-0.9323768,0.07303511,1.950088e-38,4.281462e-37,"RRP12","DOWN"
"215","ENSG00000053254",1876.088,-0.3844157,0.05875111,3.943221e-11,2.406172e-10,"FOXN3","DOWN"
"216","ENSG00000053372",3874.394,-1.415005,0.04998035,1.312615e-178,5.265971e-176,"MRTO4","DOWN"
"217","ENSG00000053770",1963.015,-0.5083893,0.07731895,2.284376e-11,1.411898e-10,"AP5M1","DOWN"
"218","ENSG00000054116",2360.848,-0.3073789,0.05465385,1.425483e-08,7.129032e-08,"TRAPPC3","DOWN"
"219","ENSG00000054118",9454.928,-0.2778626,0.03781778,1.629924e-13,1.171094e-12,"THRAP3","DOWN"
"220","ENSG00000054967",566.3294,-0.3850978,0.10417516,0.0001397558,0.0004582038,"RELT","DOWN"
"221","ENSG00000055044",4280.493,-0.761998,0.04198214,2.382914e-74,1.452459e-72,"NOP58","DOWN"
"222","ENSG00000055070",7384.342,-0.5343136,0.04083447,1.773509e-39,4.05518e-38,"SZRD1","DOWN"
"223","ENSG00000055130",5141.333,-0.4466799,0.0383055,1.142923e-31,1.933941e-30,"CUL1","DOWN"
"224","ENSG00000055483",2211.267,-0.300172,0.06254484,1.22932e-06,5.146071e-06,"USP36","DOWN"
"225","ENSG00000055950",2121.477,-0.4239713,0.05885716,3.502528e-13,2.447223e-12,"MRPL43","DOWN"
"226","ENSG00000056097",5830.891,-0.2590318,0.03931435,3.680226e-11,2.250047e-10,"ZFR","DOWN"
"227","ENSG00000056487",339.2253,-0.873268,0.13742393,2.104542e-11,1.305135e-10,"PHF21B","DOWN"
"228","ENSG00000056586",2726.455,-0.2376288,0.05793467,3.48966e-05,0.0001239526,"RC3H2","DOWN"
"229","ENSG00000057252",2090.035,-0.358565,0.06997986,2.063074e-07,9.278786e-07,"SOAT1","DOWN"
"230","ENSG00000057294",1311.537,-0.2234262,0.07315119,0.001945648,0.005306642,"PKP2","DOWN"
"231","ENSG00000057608",10554.9,-0.1816937,0.03708352,8.763753e-07,3.715838e-06,"GDI2","DOWN"
"232","ENSG00000057663",1385.747,-0.5441971,0.06634367,9.95913e-17,8.553842e-16,"ATG5","DOWN"
"233","ENSG00000057757",2213.911,-0.5628007,0.05659426,1.068574e-23,1.305542e-22,"PITHD1","DOWN"
"234","ENSG00000058262",7552.035,-0.5023392,0.03570022,2.783652e-45,7.894766e-44,"SEC61A1","DOWN"
"235","ENSG00000058272",2282.876,-0.3378137,0.0667154,2.961442e-07,1.313188e-06,"PPP1R12A","DOWN"
"236","ENSG00000058600",1800.546,-0.9798786,0.07372916,1.530052e-41,3.759532e-40,"POLR3E","DOWN"
"237","ENSG00000058729",1923.88,-0.4489122,0.0576306,3.767989e-15,2.998479e-14,"RIOK2","DOWN"
"238","ENSG00000058804",5450.086,-0.6529744,0.04298582,1.200763e-52,4.287191e-51,"NDC1","DOWN"
"239","ENSG00000059145",1454.012,-1.11198,0.07050237,1.198155e-57,4.850877e-56,"UNKL","DOWN"
"240","ENSG00000059573",6526.494,-0.3093987,0.03917127,2.157186e-15,1.73653e-14,"ALDH18A1","DOWN"
"241","ENSG00000059691",1552.815,-0.4223842,0.0648336,4.34481e-11,2.646832e-10,"GATB","DOWN"
